phase,epoch,train_loss,val_loss,val_cindex_global,normalized_avg_cindex,val_cindex_by_type
0,1,0.37228287969316753,0.4429430067539215,0.49818181818181817,0.49818181818181817,{20: 0.49818181818181817}
0,2,0.4387092590332031,0.4376203566789627,0.5001652892561983,0.5001652892561983,{20: 0.5001652892561983}
0,3,0.3506972747189658,0.4330923408269882,0.49785123966942146,0.49785123966942146,{20: 0.49785123966942146}
0,4,0.34484595486095976,0.42884786427021027,0.5024793388429752,0.5024793388429752,{20: 0.5024793388429752}
0,5,0.32999830160822186,0.42475780844688416,0.5057851239669422,0.5057851239669422,{20: 0.5057851239669422}
0,6,0.40997144154139925,0.42067961394786835,0.503801652892562,0.503801652892562,{20: 0.503801652892562}
0,7,0.32373008131980896,0.416643887758255,0.49190082644628097,0.49190082644628097,{20: 0.49190082644628097}
0,8,0.315231340272086,0.41271913051605225,0.5008264462809917,0.5008264462809917,{20: 0.5008264462809917}
0,9,0.3090168237686157,0.40885260701179504,0.49553719008264463,0.49553719008264463,{20: 0.49553719008264463}
0,10,0.38414667333875385,0.40509258210659027,0.4948760330578512,0.4948760330578512,{20: 0.4948760330578512}
0,11,0.39499631949833464,0.4014705717563629,0.5077685950413223,0.5077685950413223,{20: 0.5077685950413223}
0,12,0.3923635355063847,0.39800262451171875,0.5140495867768595,0.5140495867768595,{20: 0.5140495867768595}
0,13,0.4094593269484384,0.3945906162261963,0.5133884297520661,0.5133884297520661,{20: 0.5133884297520661}
0,14,0.38390047209603445,0.3914569616317749,0.4928925619834711,0.4928925619834711,{20: 0.4928925619834711}
0,15,0.29347674761499676,0.3882242739200592,0.49553719008264463,0.49553719008264463,{20: 0.49553719008264463}
0,16,0.28549439140728544,0.38504888117313385,0.49190082644628097,0.49190082644628097,{20: 0.49190082644628097}
0,17,0.37056247677121845,0.38190893828868866,0.4852892561983471,0.4852892561983471,{20: 0.4852892561983471}
0,18,0.37074120129857746,0.3787878602743149,0.4809917355371901,0.4809917355371901,{20: 0.4809917355371901}
0,19,0.27312602741377695,0.37570129334926605,0.4747107438016529,0.4747107438016529,{20: 0.4747107438016529}
0,20,0.2743644969803946,0.37262600660324097,0.5001652892561983,0.5001652892561983,{20: 0.5001652892561983}
0,21,0.35583663838250296,0.36958540976047516,0.4806611570247934,0.4806611570247934,{20: 0.4806611570247934}
0,22,0.34943865878241404,0.36657460033893585,0.4988429752066116,0.4988429752066116,{20: 0.4988429752066116}
0,23,0.26206009302820477,0.3635984808206558,0.4988429752066116,0.4988429752066116,{20: 0.4988429752066116}
0,24,0.35185243827956064,0.36068911850452423,0.4766942148760331,0.4766942148760331,{20: 0.4766942148760331}
0,25,0.26016647475106375,0.35779614746570587,0.4743801652892562,0.4743801652892562,{20: 0.4743801652892562}
0,26,0.24730952296938216,0.35491716861724854,0.472396694214876,0.472396694214876,{20: 0.472396694214876}
0,27,0.33947454180036274,0.3520517945289612,0.47801652892561985,0.47801652892561985,{20: 0.47801652892561985}
0,28,0.34184772627694265,0.3492003530263901,0.4968595041322314,0.4968595041322314,{20: 0.4968595041322314}
0,29,0.24353618706975663,0.34642238914966583,0.5100826446280992,0.5100826446280992,{20: 0.5100826446280992}
0,30,0.32361489960125517,0.3436910808086395,0.5067768595041322,0.5067768595041322,{20: 0.5067768595041322}
0,31,0.23749781932149613,0.3409804552793503,0.508099173553719,0.508099173553719,{20: 0.508099173553719}
0,32,0.3288935933794294,0.3382965475320816,0.5024793388429752,0.5024793388429752,{20: 0.5024793388429752}
0,33,0.2333680476461138,0.3356514722108841,0.5133884297520661,0.5133884297520661,{20: 0.5133884297520661}
0,34,0.31524128147533964,0.3330471068620682,0.52,0.52,{20: 0.52}
0,35,0.2251557069165366,0.3304799944162369,0.5186776859504132,0.5186776859504132,{20: 0.5186776859504132}
0,36,0.3185743008341108,0.3279734253883362,0.5057851239669422,0.5057851239669422,{20: 0.5057851239669422}
0,37,0.31182042615754263,0.3254811614751816,0.4915702479338843,0.4915702479338843,{20: 0.4915702479338843}
0,38,0.31690250975745066,0.32300856709480286,0.5160330578512397,0.5160330578512397,{20: 0.5160330578512397}
0,39,0.30771431752613615,0.32059238851070404,0.5150413223140495,0.5150413223140495,{20: 0.5150413223140495}
0,40,0.30212350828307016,0.31821882724761963,0.5104132231404959,0.5104132231404959,{20: 0.5104132231404959}
0,41,0.30514844826289583,0.3158566802740097,0.502809917355372,0.502809917355372,{20: 0.502809917355372}
0,42,0.2985639614718301,0.31352971494197845,0.4991735537190083,0.4991735537190083,{20: 0.4991735537190083}
0,43,0.28755312732287813,0.31121228635311127,0.5054545454545455,0.5054545454545455,{20: 0.5054545454545455}
0,44,0.3022505853857313,0.3089390844106674,0.5209917355371901,0.5209917355371901,{20: 0.5209917355371901}
0,45,0.2921286055019924,0.306802362203598,0.5196694214876033,0.5196694214876033,{20: 0.5196694214876033}
0,46,0.3000536177839552,0.30460934340953827,0.5186776859504132,0.5186776859504132,{20: 0.5186776859504132}
0,47,0.29141948904309956,0.3025099188089371,0.5150413223140495,0.5150413223140495,{20: 0.5150413223140495}
0,48,0.28514255370412556,0.3006187677383423,0.5150413223140495,0.5150413223140495,{20: 0.5150413223140495}
0,49,0.1920581076826368,0.298699289560318,0.5041322314049587,0.5041322314049587,{20: 0.5041322314049587}
0,50,0.28825690490858896,0.2966585010290146,0.5041322314049587,0.5041322314049587,{20: 0.5041322314049587}
0,51,0.2820743833269392,0.29466384649276733,0.5031404958677685,0.5031404958677685,{20: 0.5031404958677685}
0,52,0.27948507240840365,0.2926469147205353,0.5001652892561983,0.5001652892561983,{20: 0.5001652892561983}
0,53,0.2732033516679491,0.2907287925481796,0.49983471074380165,0.49983471074380165,{20: 0.49983471074380165}
0,54,0.27962874514716013,0.2888568639755249,0.5031404958677685,0.5031404958677685,{20: 0.5031404958677685}
0,55,0.18660255415099009,0.28699760138988495,0.4985123966942149,0.4985123966942149,{20: 0.4985123966942149}
0,56,0.2779985623700278,0.285164937376976,0.5034710743801653,0.5034710743801653,{20: 0.5034710743801653}
0,57,0.26946922285216196,0.28336600959300995,0.5061157024793388,0.5061157024793388,{20: 0.5061157024793388}
0,58,0.27213861686842783,0.28160302340984344,0.508099173553719,0.508099173553719,{20: 0.508099173553719}
0,59,0.17717414668628148,0.27988752722740173,0.5001652892561983,0.5001652892561983,{20: 0.5001652892561983}
0,60,0.2686878485339029,0.2782592475414276,0.49983471074380165,0.49983471074380165,{20: 0.49983471074380165}
0,61,0.16409301332065038,0.27661193907260895,0.4985123966942149,0.4985123966942149,{20: 0.4985123966942149}
0,62,0.1687493920326233,0.27496808767318726,0.48793388429752066,0.48793388429752066,{20: 0.48793388429752066}
0,63,0.252668668116842,0.2733446806669235,0.47537190082644626,0.47537190082644626,{20: 0.47537190082644626}
0,64,0.2614755077021463,0.27173061668872833,0.4704132231404959,0.4704132231404959,{20: 0.4704132231404959}
0,65,0.25948732665606905,0.2701244503259659,0.46743801652892564,0.46743801652892564,{20: 0.46743801652892564}
0,66,0.15743175787585123,0.268527016043663,0.47206611570247936,0.47206611570247936,{20: 0.47206611570247936}
0,67,0.2469829065459115,0.26696859300136566,0.4925619834710744,0.4925619834710744,{20: 0.4925619834710744}
0,68,0.15728088787623815,0.26543594896793365,0.5047933884297521,0.5047933884297521,{20: 0.5047933884297521}
0,69,0.2539385748761041,0.2639407068490982,0.5024793388429752,0.5024793388429752,{20: 0.5024793388429752}
0,70,0.2508296115057809,0.26245905458927155,0.5057851239669422,0.5057851239669422,{20: 0.5057851239669422}
0,71,0.243142592055457,0.261020690202713,0.4965289256198347,0.4965289256198347,{20: 0.4965289256198347}
