epoch,cancer_type,c_index
1,global,0.6710614900328681
1,normalized_avg,0.5305940104214081
1,0,0.5052631578947369
1,1,0.5115055884286653
1,2,0.5086526576019778
1,3,0.5551601423487544
1,4,0.4827586206896552
1,6,0.6222222222222222
1,7,0.8571428571428571
1,8,0.536697247706422
1,10,0.46941747572815534
1,11,0.5603305785123966
1,12,
1,13,0.6442070665571077
1,14,0.7983193277310925
1,15,0.4057017543859649
1,17,0.5372460496613995
1,18,0.5209039548022599
1,19,0.49754768392370574
1,20,0.5785845588235294
1,21,0.5797101449275363
1,23,0.525500322788896
1,24,0.49122807017543857
1,25,0.32142857142857145
1,26,0.35106382978723405
1,27,0.68
1,28,0.5615212527964206
1,29,0.49692874692874694
1,30,0.507112970711297
1,31,
1,32,
1,33,0.0
1,34,0.6391111111111111
1,35,0.78125
1,36,0.391304347826087
2,global,0.7060337084413361
2,normalized_avg,0.5477339747802138
2,0,0.5263157894736842
2,1,0.5364891518737672
2,2,0.5414091470951793
2,3,0.5836298932384342
2,4,0.4827586206896552
2,6,0.6410256410256411
2,7,1.0
2,8,0.5412844036697247
2,10,0.47524271844660193
2,11,0.5079889807162534
2,12,
2,13,0.5669679539852095
2,14,0.7478991596638656
2,15,0.4758771929824561
2,17,0.6207674943566591
2,18,0.5209039548022599
2,19,0.5264305177111717
2,20,0.6672794117647058
2,21,0.5652173913043478
2,23,0.551969012265978
2,24,0.5380116959064327
2,25,0.32142857142857145
2,26,0.35106382978723405
2,27,0.7866666666666666
2,28,0.5324384787472036
2,29,0.4914004914004914
2,30,0.47447698744769873
2,31,
2,32,
2,33,0.0
2,34,0.728
2,35,0.78125
2,36,0.34782608695652173
3,global,0.7241814810342461
3,normalized_avg,0.5607998716688319
3,0,0.5263157894736842
3,1,0.5292570677186061
3,2,0.5506798516687268
3,3,0.604982206405694
3,4,0.5517241379310345
3,6,0.6239316239316239
3,7,1.0
3,8,0.5458715596330275
3,10,0.47766990291262135
3,11,0.5256198347107438
3,12,
3,13,0.5743631881676253
3,14,0.7815126050420168
3,15,0.41885964912280704
3,17,0.6444695259593679
3,18,0.5310734463276836
3,19,0.49700272479564034
3,20,0.5514705882352942
3,21,0.5797101449275363
