fold,cancer_type,best_epoch,best_val_loss,train_loss,train_cindex,val_loss,val_cindex_global,normalized_val_cindex,test_loss,test_cindex,test_risk_mean,test_risk_std,test_risk_OS_corr
5,KICH,100,0.3091125786304474,0.3130534291267395,0.6567164179104478,0.3091125786304474,0.9473684210526315,0.9473684210526315,0.3528062105178833,0.8,0.57945126,1.6192722,-0.4231215
