fold,cancer_type,best_epoch,best_val_loss,train_loss,train_cindex,val_loss,val_cindex_global,normalized_val_cindex,test_loss,test_cindex,test_risk_mean,test_risk_std,test_risk_OS_corr
9,CESC,100,0.20054738223552704,0.20253869891166687,0.5567557324237256,0.20054738223552704,0.5584795321637427,0.5584795321637427,0.19974811375141144,0.6111111111111112,8.939034,0.22909091,0.10663647
