epoch,train_loss,val_loss,val_cindex
1,0.8429316005991023,0.8764555056889852,0.5661177704167958
2,0.8363238802690098,0.8750161131223043,0.5643304816147559
3,0.8353122887450181,0.872249980767568,0.5824416748087601
4,0.8304524487447908,0.8635360578695933,0.6041989371589257
5,0.8253659023721023,0.86459774573644,0.6018754617162738
6,0.8231159778994598,0.8562448660532633,0.6256225722660439
7,0.8257594644705172,0.8629613677660625,0.6081786335581345
8,0.8223197857362096,0.8574042121569315,0.6205466720682506
9,0.8192901918101141,0.8711948156356811,0.5970259514334056
10,0.8173074786985473,0.8577644904454549,0.620296451635965
11,0.8140465570249167,0.8571370343367258,0.6131592116864857
12,0.8145166098859387,0.8592960397402446,0.6071539213116317
13,0.8119583006855432,0.8579733888308207,0.6346066773109644
14,0.8123143701366683,0.8626698315143585,0.6187832137835713
15,0.8072428645506449,0.8663498024145763,0.6117055501274933
16,0.806662276864476,0.859725554784139,0.6267664370993494
17,0.8062709550840574,0.860582435131073,0.6030074112908991
18,0.8033500596138506,0.8674513657887777,0.6217501131949574
19,0.8002304002589602,0.861145555973053,0.6234659104449157
20,0.8016200752869196,0.8669962803522746,0.5993375116173772
21,0.8006728138787891,0.8671372691790263,0.6185210780926054
22,0.7972241532972275,0.8617316941420238,0.6147081953149203
23,0.7993369282776774,0.8744542241096497,0.5945594928865906
24,0.794150342296451,0.8887423833211263,0.6005171222267235
25,0.7966204779852327,0.8693749527136485,0.6127540928913566
26,0.7947760505396276,0.8547191361586253,0.6266472845125468
27,0.7927094555304144,0.8753124435742696,0.6041751066415652
28,0.7894435912900972,0.8610023299853007,0.6064151752734552
29,0.790784452521504,0.9043126106262207,0.6027571908586136
30,0.789800221809713,0.8695948620637258,0.6129209065128804
31,0.7836865246614103,0.8711393555005391,0.6130043133236422
32,0.7869946425283507,0.8583890477816264,0.6284345733145866
33,0.7814760482820328,0.8582026521364848,0.6257893858875676
34,0.7887817710850162,0.8660726388295491,0.616757619807926
35,0.7811642569685322,0.8874442021052042,0.6002430712770774
36,0.775368478374549,0.8954351623853047,0.5941662893501418
37,0.7755323602847781,0.8991717020670573,0.5837642685222696
38,0.7733651129164305,0.9064603130022685,0.5855873031003503
39,0.7683349880671586,0.8995005528132121,0.5780568596144222
40,0.7678962225803702,0.9006346225738525,0.5862068965517241
41,0.7655429625850555,0.9153292040030162,0.5987179181660034
42,0.7660768685922079,0.8784632126490275,0.5922955937373401
43,0.7611395378872169,0.9349747975667317,0.5726949932083025
44,0.76660924407511,0.960322113831838,0.5853966589614661
45,0.75718043193062,0.9141276041666667,0.5871601172461454
46,0.7517008179023172,0.9708526611328125,0.5802254366942307
