fold,best_epoch,best_val_loss,train_loss,train_cindex,val_loss,val_cindex_global,normalized_val_cindex,test_loss,test_cindex,test_risk_mean,test_risk_std,test_risk_OS_corr
10,10,0.5989725689093272,0.6376897867988137,0.8322720873299001,0.5989725689093272,0.7247422407561489,0.5910188434200231,0.3734286550213309,0.7291643517288359,0.6189055559178179,0.0,
