fold,best_epoch,best_val_loss,train_loss,train_cindex,val_loss,val_cindex_global,normalized_val_cindex,test_loss,test_cindex,test_risk_mean,test_risk_std,test_risk_OS_corr
8,100,0.09897037036716938,0.10205668807029725,0.632771533924608,0.09897037036716938,0.6024141427901134,0.5188833220342292,0.13526278734207153,0.6333882451486808,0.5854635810042348,0.0,
