epoch,cancer_type,c_index
1,global,0.669364269410875
1,normalized_avg,0.5573196761636392
1,0,0.5370370370370371
1,1,0.5940438871473355
1,2,0.6707792207792208
1,3,0.5828877005347594
1,4,0.09523809523809523
1,6,0.48773448773448774
1,7,0.35294117647058826
1,8,0.66
1,10,0.5153374233128835
1,11,0.523335883703137
1,12,0.8888888888888888
1,13,0.6796875
1,14,0.42168674698795183
1,15,0.5966981132075472
1,17,0.5591939546599496
1,18,0.666243654822335
1,19,0.5198294243070363
1,20,0.5537414965986395
1,21,0.5949367088607594
1,23,0.4827755905511811
1,24,0.31365313653136534
1,25,
1,26,
1,27,0.6341463414634146
1,28,0.6139954853273137
1,29,0.455012853470437
1,30,0.4756399669694467
1,31,0.9333333333333333
1,32,0.49056603773584906
1,33,
1,34,0.6083213773314203
1,35,0.5833333333333334
1,36,0.6285714285714286
2,global,0.7036372824006815
2,normalized_avg,0.5464544843024179
2,0,0.46296296296296297
2,1,0.6003134796238244
2,2,0.6974025974025974
2,3,0.5989304812834224
2,4,0.2857142857142857
2,6,0.5050505050505051
2,7,0.11764705882352941
2,8,0.645
2,10,0.5206543967280164
2,11,0.5715378729915838
2,12,0.6666666666666666
2,13,0.595703125
2,14,0.37349397590361444
2,15,0.5165094339622641
2,17,0.6196473551637279
2,18,0.7055837563451777
2,19,0.4746268656716418
2,20,0.6435374149659864
2,21,0.5822784810126582
2,23,0.44881889763779526
2,24,0.30996309963099633
2,25,
2,26,
2,27,0.6829268292682927
2,28,0.6139954853273137
2,29,0.4961439588688946
2,30,0.5028901734104047
2,31,0.9333333333333333
2,32,0.5094339622641509
2,33,
2,34,0.5581061692969871
2,35,0.5833333333333334
2,36,0.5714285714285714
3,global,0.7141499947931516
3,normalized_avg,0.5563926057840773
3,0,0.42592592592592593
3,1,0.6183385579937304
3,2,0.6837662337662338
3,3,0.5828877005347594
3,4,0.3333333333333333
3,6,0.5021645021645021
3,7,0.23529411764705882
3,8,0.64
3,10,0.5096114519427403
3,11,0.5623565416985463
3,12,0.7777777777777778
3,13,0.654296875
3,14,0.27710843373493976
3,15,0.5165094339622641
3,17,0.5642317380352645
3,18,0.7055837563451777
3,19,0.5202558635394456
3,20,0.5827664399092971
3,21,0.5949367088607594
3,23,0.5167322834645669
3,24,0.4095940959409594
3,25,
3,26,
3,27,0.6585365853658537
3,28,0.5846501128668171
3,29,0.4916452442159383
3,30,0.4838976052848885
3,31,0.9333333333333333
3,32,0.3584905660377358
3,33,
3,34,0.5868005738880918
3,35,0.6666666666666666
3,36,0.7142857142857143
4,global,0.7281999498093952
4,normalized_avg,0.5546538556414048
4,0,0.46296296296296297
4,1,0.6026645768025078
4,2,0.675974025974026
4,3,0.5989304812834224
4,4,0.38095238095238093
4,6,0.455988455988456
4,7,0.29411764705882354
4,8,0.62
4,10,0.5079754601226993
4,11,0.5531752104055088
4,12,0.8888888888888888
4,13,0.689453125
4,14,0.1686746987951807
4,15,0.49764150943396224
4,17,0.5944584382871536
4,18,0.7157360406091371
4,19,0.49637526652452024
4,20,0.636281179138322
4,21,0.6075949367088608
4,23,0.5329724409448819
4,24,0.3800738007380074
4,25,
4,26,
4,27,0.5975609756097561
4,28,0.600451467268623
4,29,0.5276349614395887
4,30,0.5243600330305532
4,31,0.9333333333333333
4,32,0.3584905660377358
4,33,
4,34,0.6083213773314203
4,35,0.5
4,36,0.6285714285714286
5,global,0.7340025983027382
5,normalized_avg,0.5549626179519059
5,0,0.48148148148148145
5,1,0.6316614420062696
5,2,0.6636363636363637
5,3,0.6363636363636364
5,4,0.38095238095238093
5,6,0.45165945165945165
5,7,0.23529411764705882
5,8,0.64
5,10,0.5108384458077709
5,11,0.5784238714613619
5,12,0.7777777777777778
5,13,0.69140625
5,14,0.14457831325301204
5,15,0.5070754716981132
5,17,0.5843828715365239
5,18,0.6738578680203046
5,19,0.5292110874200426
5,20,0.6249433106575963
5,21,0.620253164556962
5,23,0.53001968503937
5,24,0.4132841328413284
5,25,
5,26,
5,27,0.6219512195121951
5,28,0.6388261851015802
5,29,0.5417737789203085
5,30,0.5392237819983484
5,31,0.8666666666666667
5,32,0.41509433962264153
5,33,
5,34,0.5896700143472023
5,35,0.5
5,36,0.6285714285714286
6,global,0.7321759334342836
6,normalized_avg,0.543237377873809
6,0,0.4074074074074074
6,1,0.6559561128526645
6,2,0.6649350649350649
6,3,0.6470588235294118
6,4,0.3333333333333333
6,6,0.44155844155844154
6,7,0.23529411764705882
6,8,0.64
6,10,0.5128834355828221
6,11,0.581866870696251
6,12,0.6666666666666666
6,13,0.705078125
6,14,0.13253012048192772
6,15,0.5023584905660378
6,17,0.5692695214105793
6,18,0.6865482233502538
6,19,0.5343283582089552
6,20,0.6244897959183674
6,21,0.5822784810126582
6,23,0.5437992125984252
6,24,0.4059040590405904
6,25,
6,26,
6,27,0.6585365853658537
6,28,0.6388261851015802
6,29,0.5552699228791774
6,30,0.5136251032204789
6,31,0.8666666666666667
6,32,0.3584905660377358
6,33,
6,34,0.6154949784791965
6,35,0.4166666666666667
6,36,0.6
7,global,0.7294803223807418
7,normalized_avg,0.5422956509425118
7,0,0.4444444444444444
7,1,0.664576802507837
7,2,0.6324675324675325
7,3,0.6524064171122995
7,4,0.2857142857142857
7,6,0.4184704184704185
7,7,0.23529411764705882
7,8,0.685
7,10,0.5177914110429448
7,11,0.5646518745218057
7,12,0.6666666666666666
7,13,0.748046875
7,14,0.10843373493975904
7,15,0.5731132075471698
7,17,0.5818639798488665
7,18,0.699238578680203
7,19,0.5424307036247334
7,20,0.6507936507936508
7,21,0.5949367088607594
7,23,0.5526574803149606
7,24,0.3763837638376384
7,25,
7,26,
7,27,0.6341463414634146
7,28,0.6297968397291196
7,29,0.5494858611825193
7,30,0.5136251032204789
7,31,0.6666666666666666
7,32,0.41509433962264153
7,33,
7,34,0.6456241032998565
7,35,0.3333333333333333
7,36,0.6857142857142857
8,global,0.7317252422891696
8,normalized_avg,0.5390163097493313
8,0,0.42592592592592593
8,1,0.6512539184952978
8,2,0.6454545454545455
8,3,0.6524064171122995
8,4,0.38095238095238093
8,6,0.43434343434343436
8,7,0.17647058823529413
8,8,0.685
8,10,0.5186094069529652
8,11,0.5937260902830911
8,12,0.4444444444444444
8,13,0.72265625
8,14,0.08433734939759036
8,15,0.5117924528301887
8,17,0.5780856423173804
8,18,0.6573604060913706
8,19,0.5918976545842217
8,20,0.6285714285714286
8,21,0.620253164556962
8,23,0.5211614173228346
8,24,0.4022140221402214
8,25,
8,26,
8,27,0.6829268292682927
8,28,0.618510158013544
8,29,0.5616966580976864
8,30,0.5425268373245252
8,31,0.8666666666666667
8,32,0.39622641509433965
8,33,
8,34,0.6154949784791965
8,35,0.4166666666666667
8,36,0.5428571428571428
9,global,0.7307009442320923
9,normalized_avg,0.5249931061933379
9,0,0.46296296296296297
9,1,0.677115987460815
9,2,0.625974025974026
9,3,0.6470588235294118
9,4,0.3333333333333333
9,6,0.4314574314574315
9,7,0.17647058823529413
9,8,0.685
9,10,0.5059304703476483
9,11,0.5612088752869167
9,12,0.4444444444444444
9,13,0.75390625
9,14,0.07228915662650602
9,15,0.5212264150943396
9,17,0.5793450881612091
9,18,0.6357868020304569
9,19,0.5761194029850746
9,20,0.6312925170068027
9,21,0.6329113924050633
9,23,0.5383858267716536
9,24,0.4095940959409594
9,25,
9,26,
9,27,0.6951219512195121
9,28,0.6478555304740407
9,29,0.5584832904884319
9,30,0.5524360033030553
9,31,0.5333333333333333
9,32,0.41509433962264153
9,33,
9,34,0.6527977044476327
9,35,0.25
9,36,0.5428571428571428
10,global,0.7321912979051397
10,normalized_avg,0.5364971592982645
10,0,0.5
10,1,0.6849529780564263
10,2,0.6311688311688312
10,3,0.6417112299465241
10,4,0.38095238095238093
10,6,0.43001443001443
10,7,0.23529411764705882
10,8,0.715
10,10,0.4985685071574642
10,11,0.5657995409334353
10,12,0.4444444444444444
10,13,0.76171875
10,14,0.0963855421686747
10,15,0.5589622641509434
10,17,0.5944584382871536
10,18,0.6573604060913706
10,19,0.5816631130063966
10,20,0.635827664399093
10,21,0.6075949367088608
10,23,0.5546259842519685
10,24,0.43911439114391143
10,25,
10,26,
10,27,0.7073170731707317
10,28,0.6478555304740407
10,29,0.5475578406169666
10,30,0.5598678777869529
10,31,0.5333333333333333
10,32,0.39622641509433965
10,33,
10,34,0.6657101865136298
10,35,0.25
10,36,0.5714285714285714
11,global,0.7288435504219254
11,normalized_avg,0.5348994382473158
11,0,0.5
11,1,0.6786833855799373
11,2,0.6266233766233766
11,3,0.6470588235294118
11,4,0.38095238095238093
11,6,0.42424242424242425
11,7,0.23529411764705882
11,8,0.72
11,10,0.5010224948875256
11,11,0.545141545524101
11,12,0.3333333333333333
11,13,0.76953125
11,14,0.08433734939759036
11,15,0.5589622641509434
11,17,0.5881612090680101
11,18,0.6281725888324873
11,19,0.5616204690831557
11,20,0.6331065759637188
11,21,0.620253164556962
11,23,0.5600393700787402
11,24,0.4095940959409594
11,25,
11,26,
11,27,0.7560975609756098
11,28,0.6794582392776524
11,29,0.5437017994858612
11,30,0.5350949628406276
11,31,0.6
11,32,0.41509433962264153
11,33,
11,34,0.6614060258249641
11,35,0.25
11,36,0.6
12,global,0.7280343549568343
12,normalized_avg,0.5324662606224266
12,0,0.48148148148148145
12,1,0.6841692789968652
12,2,0.6324675324675325
12,3,0.6310160427807486
12,4,0.38095238095238093
12,6,0.4227994227994228
12,7,0.23529411764705882
12,8,0.73
12,10,0.49243353783231086
12,11,0.5286916602907421
12,12,0.3333333333333333
12,13,0.763671875
12,14,0.10843373493975904
12,15,0.5495283018867925
12,17,0.6020151133501259
12,18,0.6294416243654822
12,19,0.5590618336886993
12,20,0.6231292517006802
12,21,0.569620253164557
12,23,0.5492125984251969
12,24,0.4022140221402214
12,25,
12,26,
12,27,0.7439024390243902
12,28,0.6704288939051919
12,29,0.5552699228791774
12,30,0.532617671345995
12,31,0.6
12,32,0.4528301886792453
12,33,
12,34,0.6599713055954088
12,35,0.25
12,36,0.6
13,global,0.7314913608994703
13,normalized_avg,0.5268076897829623
13,0,0.5
13,1,0.6512539184952978
13,2,0.6512987012987013
13,3,0.6256684491978609
13,4,0.38095238095238093
13,6,0.4458874458874459
13,7,0.11764705882352941
13,8,0.7
13,10,0.5063394683026585
13,11,0.558530986993114
13,12,0.3333333333333333
13,13,0.7578125
13,14,0.10843373493975904
13,15,0.5448113207547169
13,17,0.575566750629723
13,18,0.5989847715736041
13,19,0.5901918976545842
13,20,0.6199546485260771
13,21,0.569620253164557
13,23,0.5457677165354331
13,24,0.42435424354243545
13,25,
13,26,
13,27,0.7317073170731707
13,28,0.6681715575620768
13,29,0.5694087403598972
13,30,0.5491329479768786
13,31,0.6
13,32,0.41509433962264153
13,33,
13,34,0.6714490674318508
13,35,0.25
13,36,0.5428571428571428
14,global,0.7297500542024389
14,normalized_avg,0.5391798296798389
14,0,0.5185185185185185
14,1,0.6606583072100314
14,2,0.6454545454545455
14,3,0.6310160427807486
14,4,0.42857142857142855
14,6,0.45454545454545453
14,7,0.23529411764705882
14,8,0.71
14,10,0.48425357873210634
14,11,0.566947207345065
14,12,0.3333333333333333
14,13,0.771484375
14,14,0.13253012048192772
14,15,0.5495283018867925
14,17,0.5692695214105793
14,18,0.618020304568528
14,19,0.5965884861407249
14,20,0.6208616780045352
14,21,0.5569620253164557
14,23,0.5260826771653543
14,24,0.4575645756457565
14,25,
14,26,
14,27,0.6951219512195121
14,28,0.6636568848758465
14,29,0.5661953727506427
14,30,0.5664739884393064
14,31,0.6666666666666666
14,32,0.4339622641509434
14,33,
14,34,0.6944045911047346
14,35,0.25
14,36,0.5714285714285714
15,global,0.7297722473270088
15,normalized_avg,0.5364463995030646
15,0,0.5185185185185185
15,1,0.6614420062695925
15,2,0.6564935064935065
15,3,0.6417112299465241
15,4,0.3333333333333333
15,6,0.42712842712842713
15,7,0.23529411764705882
15,8,0.715
15,10,0.4850715746421268
15,11,0.5577658760520275
15,12,0.3333333333333333
15,13,0.783203125
15,14,0.20481927710843373
15,15,0.5636792452830188
15,17,0.5743073047858942
15,18,0.6281725888324873
15,19,0.5722814498933901
15,20,0.6344671201814059
15,21,0.5189873417721519
15,23,0.5241141732283464
15,24,0.45387453874538747
15,25,
15,26,
15,27,0.7195121951219512
15,28,0.6636568848758465
15,29,0.5616966580976864
15,30,0.5714285714285714
15,31,0.6
15,32,0.4339622641509434
15,33,
15,34,0.6987087517934003
15,35,0.25
15,36,0.5714285714285714
16,global,0.7271380941568917
16,normalized_avg,0.533076222610696
16,0,0.48148148148148145
16,1,0.6622257053291536
16,2,0.6623376623376623
16,3,0.6417112299465241
16,4,0.3333333333333333
16,6,0.45021645021645024
16,7,0.11764705882352941
16,8,0.71
16,10,0.49734151329243353
16,11,0.5608263198163733
16,12,0.3333333333333333
16,13,0.7734375
16,14,0.1686746987951807
16,15,0.5448113207547169
16,17,0.5869017632241813
16,18,0.6027918781725888
16,19,0.5607675906183369
16,20,0.6299319727891156
16,21,0.5949367088607594
16,23,0.5354330708661418
16,24,0.46863468634686345
16,25,
16,26,
16,27,0.7317073170731707
16,28,0.6591422121896162
16,29,0.5758354755784062
16,30,0.5672997522708505
16,31,0.6
16,32,0.4528301886792453
16,33,
16,34,0.6958393113342898
16,35,0.25
16,36,0.5428571428571428
17,global,0.7298900416035727
17,normalized_avg,0.5369669356879323
17,0,0.5555555555555556
17,1,0.6598746081504702
17,2,0.6461038961038961
17,3,0.6631016042780749
17,4,0.2857142857142857
17,6,0.39826839826839827
17,7,0.17647058823529413
17,8,0.745
17,10,0.47730061349693254
17,11,0.5439938791124713
17,12,0.3333333333333333
17,13,0.78515625
17,14,0.1566265060240964
17,15,0.5589622641509434
17,17,0.5806045340050378
17,18,0.6230964467005076
17,19,0.5014925373134328
17,20,0.6471655328798186
17,21,0.5822784810126582
17,23,0.5393700787401575
17,24,0.4354243542435424
17,25,
17,26,
17,27,0.7317073170731707
17,28,0.6320541760722348
17,29,0.5732647814910026
17,30,0.5532617671345995
17,31,0.6
17,32,0.4716981132075472
17,33,
17,34,0.7187948350071736
17,35,0.3333333333333333
17,36,0.6
18,global,0.7269724993043309
18,normalized_avg,0.5304512283863899
18,0,0.5925925925925926
18,1,0.6590909090909091
18,2,0.672077922077922
18,3,0.6470588235294118
18,4,0.3333333333333333
18,6,0.42857142857142855
18,7,0.11764705882352941
18,8,0.775
18,10,0.49652351738241307
18,11,0.5604437643458301
18,12,0.3333333333333333
18,13,0.7890625
18,14,0.1686746987951807
18,15,0.5589622641509434
18,17,0.5856423173803527
18,18,0.6294416243654822
18,19,0.5236673773987207
18,20,0.6321995464852608
18,21,0.5569620253164557
18,23,0.5113188976377953
18,24,0.44649446494464945
18,25,
18,26,
18,27,0.7439024390243902
18,28,0.6568848758465011
18,29,0.5636246786632391
18,30,0.541701073492981
18,31,0.4666666666666667
18,32,0.4339622641509434
18,33,
18,34,0.6958393113342898
18,35,0.25
18,36,0.5428571428571428
19,global,0.7282118999533944
19,normalized_avg,0.5397042528181208
19,0,0.6296296296296297
19,1,0.6363636363636364
19,2,0.6746753246753247
19,3,0.6363636363636364
19,4,0.38095238095238093
19,6,0.44877344877344877
19,7,0.11764705882352941
19,8,0.7
19,10,0.49406952965235174
19,11,0.5642693190512624
19,12,0.3333333333333333
19,13,0.77734375
19,14,0.1566265060240964
19,15,0.5731132075471698
19,17,0.5843828715365239
19,18,0.6116751269035533
19,19,0.5752665245202558
19,20,0.6154195011337869
19,21,0.5822784810126582
19,23,0.5098425196850394
19,24,0.47601476014760147
19,25,
19,26,
19,27,0.7317073170731707
19,28,0.6343115124153499
19,29,0.5694087403598972
19,30,0.564822460776218
19,31,0.6666666666666666
19,32,0.4716981132075472
19,33,
19,34,0.7101865136298422
19,35,0.25
19,36,0.5142857142857142
20,global,0.7274266047763018
20,normalized_avg,0.535596234374465
20,0,0.6296296296296297
20,1,0.6520376175548589
20,2,0.6558441558441559
20,3,0.6737967914438503
20,4,0.2857142857142857
20,6,0.43867243867243866
20,7,0.11764705882352941
20,8,0.735
20,10,0.47280163599182007
20,11,0.5313695485845448
20,12,0.3333333333333333
20,13,0.796875
20,14,0.14457831325301204
20,15,0.5636792452830188
20,17,0.5730478589420654
20,18,0.6269035532994924
20,19,0.5142857142857142
20,20,0.6385487528344671
20,21,0.5949367088607594
20,23,0.530511811023622
20,24,0.45387453874538747
20,25,
20,26,
20,27,0.7560975609756098
20,28,0.6320541760722348
20,29,0.5829048843187661
20,30,0.5532617671345995
20,31,0.6
20,32,0.4716981132075472
20,33,
20,34,0.7159253945480631
20,35,0.25
20,36,0.5428571428571428
21,global,0.7235735369182628
21,normalized_avg,0.5461271641596579
21,0,0.6481481481481481
21,1,0.6692789968652038
21,2,0.675974025974026
21,3,0.6577540106951871
21,4,0.42857142857142855
21,6,0.46320346320346323
21,7,0.11764705882352941
21,8,0.775
21,10,0.48752556237218814
21,11,0.555087987758225
21,12,0.3333333333333333
21,13,0.78125
21,14,0.21686746987951808
21,15,0.5636792452830188
21,17,0.5768261964735516
21,18,0.6370558375634517
21,19,0.5492537313432836
21,20,0.6063492063492063
21,21,0.5949367088607594
21,23,0.5059055118110236
21,24,0.4944649446494465
21,25,
21,26,
21,27,0.7682926829268293
21,28,0.6388261851015802
21,29,0.5745501285347043
21,30,0.5623451692815855
21,31,0.6666666666666666
21,32,0.4339622641509434
21,33,
21,34,0.6915351506456241
21,35,0.16666666666666666
21,36,0.5428571428571428
22,global,0.7248522023261809
22,normalized_avg,0.5442494173619893
22,0,0.6481481481481481
22,1,0.6606583072100314
22,2,0.6772727272727272
22,3,0.6951871657754011
22,4,0.3333333333333333
22,6,0.45021645021645024
22,7,0.11764705882352941
22,8,0.785
22,10,0.4732106339468303
22,11,0.5508798775822494
22,12,0.3333333333333333
22,13,0.796875
22,14,0.21686746987951808
22,15,0.5495283018867925
22,17,0.593198992443325
22,18,0.649746192893401
22,19,0.5002132196162047
22,20,0.6467120181405895
22,21,0.5949367088607594
22,23,0.4827755905511811
22,24,0.4354243542435424
22,25,
22,26,
22,27,0.7926829268292683
22,28,0.6320541760722348
22,29,0.5745501285347043
22,30,0.5367464905037159
22,31,0.7333333333333333
22,32,0.4339622641509434
22,33,
22,34,0.697274031563845
22,35,0.25
22,36,0.4857142857142857
23,global,0.7264313284975084
23,normalized_avg,0.5425924083204373
23,0,0.5370370370370371
23,1,0.6575235109717869
23,2,0.6792207792207792
23,3,0.6684491978609626
23,4,0.38095238095238093
23,6,0.43867243867243866
23,7,0.11764705882352941
23,8,0.785
23,10,0.481799591002045
23,11,0.5447589900535578
23,12,0.3333333333333333
23,13,0.794921875
23,14,0.21686746987951808
23,15,0.5589622641509434
23,17,0.6007556675062973
23,18,0.6548223350253807
23,19,0.49381663113006397
23,20,0.618140589569161
23,21,0.5822784810126582
23,23,0.4896653543307087
23,24,0.42066420664206644
23,25,
23,26,
23,27,0.7926829268292683
23,28,0.6568848758465011
23,29,0.5726221079691517
23,30,0.5425268373245252
23,31,0.7333333333333333
23,32,0.4528301886792453
23,33,
23,34,0.7073170731707317
23,35,0.25
23,36,0.5142857142857142
24,global,0.7280445979374052
24,normalized_avg,0.5520426952195533
24,0,0.6296296296296297
24,1,0.6355799373040752
24,2,0.6948051948051948
24,3,0.6417112299465241
24,4,0.38095238095238093
24,6,0.4603174603174603
24,7,0.11764705882352941
24,8,0.72
24,10,0.4916155419222904
24,11,0.5359602142310635
24,12,0.4444444444444444
24,13,0.791015625
24,14,0.18072289156626506
24,15,0.5636792452830188
24,17,0.5894206549118388
24,18,0.6116751269035533
24,19,0.5266524520255863
24,20,0.61859410430839
24,21,0.620253164556962
24,23,0.514763779527559
24,24,0.4870848708487085
24,25,
24,26,
24,27,0.7804878048780488
24,28,0.6523702031602708
24,29,0.577120822622108
24,30,0.5598678777869529
24,31,0.8
24,32,0.49056603773584906
24,33,
24,34,0.6800573888091822
24,35,0.25
24,36,0.5142857142857142
25,global,0.7232491758668549
25,normalized_avg,0.556589604084606
25,0,0.5925925925925926
