fold,best_epoch,best_val_loss,train_loss,train_cindex,val_loss,val_cindex_global,normalized_val_cindex,test_loss,test_cindex,test_risk_mean,test_risk_std,test_risk_OS_corr
2,40,0.39814473589261373,0.5079986394967063,0.7962842447451752,0.39814473589261373,0.7512582442210411,0.6250238465622158,0.15602766941575444,0.72198546415593,0.5619659771319617,0.0,
