fold,best_epoch,best_val_loss,train_loss,train_cindex,val_loss,val_cindex,test_loss,test_cindex,test_risk_mean,test_risk_std,test_risk_OS_corr
1,38,0.14705008665720623,0.27850713519225445,0.773861776974181,0.17033887505531312,0.7440704384161305,0.3995997255498713,0.7498855925322678,48.134666,1.9191539,-0.21610966
2,25,0.11045825481414795,0.26698284164855357,0.7650433399001619,0.14052698612213135,0.7671763079908038,0.3994750845081666,0.7363962433338053,47.25191,10.861122,-0.040197868
3,64,0.21077373027801513,0.24322146980950002,0.7829810039138557,0.47850722471872964,0.7635640949121548,0.37650535413713165,0.7394120238295016,44.807278,13.556556,-0.10079953
4,30,0.4312078535556793,0.23239968067273162,0.7711791412552729,0.43496764699618023,0.7524049220431261,0.22694158554077148,0.7559875121207535,46.804737,8.698693,-0.116382614
5,37,0.4145643671353658,0.2793112273951222,0.77244812005798,0.46329006751378377,0.7345414409236,0.49100118333643133,0.7477832720064946,46.184635,10.537758,-0.059160046
6,56,0.28738758713006973,0.24453076361713552,0.7838510072250023,0.28738758713006973,0.7698707843216513,0.8151699828379082,0.742521498095848,45.884262,12.171934,-0.086977534
7,37,-0.14359553356965382,0.24555189645245726,0.7690119828258417,-0.0878427227338155,0.7693866231647635,0.6205714751373638,0.7674197108431307,45.494125,13.715953,-0.17950746
8,36,0.5151899715264638,0.33650135926734237,0.7655518369633175,0.5441454807917278,0.7569687682428488,0.4177506249962431,0.7404774535809019,49.588528,1.573441,-0.19357622
9,55,0.511537370706598,0.30410860758975033,0.7833806577185721,0.511537370706598,0.7444983251538522,0.38492466421688304,0.7340398263002352,44.63364,11.295102,-0.12684354
10,25,0.3590140593548616,0.24414455083976114,0.7687855971259886,0.3590140593548616,0.7481003013896287,0.5708448435320999,0.7480518288411462,46.85925,7.9873424,-0.1837781
