fold,cancer_type,best_epoch,best_val_loss,train_loss,train_cindex,val_loss,val_cindex_global,normalized_val_cindex,test_loss,test_cindex,test_risk_mean,test_risk_std,test_risk_OS_corr
8,CHOL,99,0.33875349164009094,0.36555173993110657,0.7166123778501629,0.33875349164009094,1.0,1.0,-0.4850541949272156,0.0,2.9041433,0.6658894,0.96728
