epoch,train_loss,val_loss,val_cindex_global
1,0.15422405948241552,0.046784140169620514,0.4667226687251207
2,-0.24765632599592208,-0.3508044295012951,0.4663987649275757
3,-0.4484528382619222,-0.38565683364868164,0.4692321663715207
4,-0.4926048224171003,-0.4104255884885788,0.46974072560504926
5,-0.5057114024957021,-0.43333764001727104,0.469777051264587
6,-0.5324417114257812,-0.45448727533221245,0.470190255641829
7,-0.5534238432844479,-0.4737490080296993,0.47116348060361135
8,-0.5875240991512934,-0.4913976192474365,0.47185669527312357
9,-0.5708597918351491,-0.507424384355545,0.47271942968714525
10,-0.5542996048927307,-0.5218582637608051,0.4729071122614237
11,-0.6810086766878763,-0.5350924264639616,0.4740301805687993
12,-0.5855008001128833,-0.5470218621194363,0.4745644704778338
13,-0.6251372694969177,-0.5578842014074326,0.47554072257791097
14,-0.6685897067189217,-0.5678577981889248,0.4761749080506743
15,-0.6507602045933406,-0.5767732206732035,0.47620820657191726
16,-0.6880316873391469,-0.5850216336548328,0.47620366586447505
17,-0.6677856713533401,-0.5925680063664913,0.4765987074119481
18,-0.6698651447892189,-0.5994619615375996,0.477540147421635
19,-0.7004066323240598,-0.6054513789713383,0.4776460972619534
20,-0.6552023654182751,-0.6114080548286438,0.47755831025140383
21,-0.6607455695668857,-0.6166033782064915,0.47690444837972423
22,-0.7386679872870445,-0.6216494459658861,0.47726694819052806
23,-0.6914362415671349,-0.626206761226058,0.47717537725711
24,-0.7132622798283895,-0.6302988827228546,0.4768968805339872
25,-0.7828513085842133,-0.634009063243866,0.4769036915951505
26,-0.7130274951457978,-0.6377406399697065,0.4779336753999606
27,-0.7540996293226878,-0.6410515662282705,0.47834385263890783
28,-0.6948995118339857,-0.6444247122853994,0.47852094022915437
29,-0.7500391632318497,-0.6473694629967213,0.47907642010625257
30,-0.7676524718602499,-0.6501427572220564,0.4802040291210704
31,-0.7373105665047963,-0.6527138091623783,0.4804734444293087
32,-0.7297544531524182,-0.6550831571221352,0.48010716069563636
33,-0.6711519340674083,-0.6575627066195011,0.48058620533079055
34,-0.7545479650298754,-0.6596723105758429,0.4808351874555389
35,-0.744909546772639,-0.6620316170156002,0.4819514447017512
36,-0.7406067637105783,-0.6643890645354986,0.4798294207570873
37,-0.7964250415563583,-0.6665075458586216,0.4753144439903737
38,-0.7675030867258708,-0.6683173477649689,0.47503367691352977
39,-0.7732748667399089,-0.6700118072330952,0.4759009520349937
40,-0.6973079053064187,-0.6718399338424206,0.47525768514734595
41,-0.7352330774068833,-0.6737444289028645,0.4765729767364422
42,-0.795765312264363,-0.6754503585398197,0.47665016876295996
43,-0.7649943302075068,-0.6772457882761955,0.478802464090572
44,-0.7848756263653437,-0.6788151003420353,0.47839531398991963
45,-0.7798203393816948,-0.6804108172655106,0.4786215925774569
46,-0.7734301313757896,-0.682273380458355,0.47956378937171745
47,-0.7551720812916756,-0.6838389113545418,0.4789810652499659
48,-0.784696755806605,-0.6854515187442303,0.48005115863718234
49,-0.7898605823516845,-0.6868300661444664,0.4809055684208933
50,-0.7592244736850262,-0.6879005171358585,0.48100773433834326
51,-0.8118410564959049,-0.689685195684433,0.4810614660430762
52,-0.7892533967892329,-0.6916738748550415,0.4802259758737078
53,-0.7354365577300389,-0.6930436119437218,0.480258517610377
54,-0.8140219151973724,-0.6942825950682163,0.4797113623635896
55,-0.7719314679503441,-0.6954946927726269,0.47884635759584676
56,-0.7889125406742096,-0.6969901211559772,0.4774561443339539
57,-0.74494489133358,-0.6983729228377342,0.4785360759206284
58,-0.7645357094705105,-0.6997216306626797,0.4808594045618974
59,-0.8192722015082836,-0.7016617357730865,0.4799648851957802
60,-0.8289219071467717,-0.7026660963892937,0.4770618595710545
61,-0.782484965523084,-0.7039762064814568,0.47807292376152205
62,-0.7858726849158605,-0.7054033502936363,0.48042879413946027
63,-0.8437880585590999,-0.7065734378993511,0.48130666424495605
64,-0.834802770614624,-0.7083554342389107,0.4821262619382766
65,-0.7912471135457356,-0.709566555917263,0.48231167415883397
66,-0.7653032879034678,-0.7103815600275993,0.47872602884862797
67,-0.7534463860094547,-0.7120504975318909,0.47835823154580814
68,-0.769986075659593,-0.7132989317178726,0.4790340401701252
69,-0.7899196227391561,-0.7147910557687283,0.474520576972559
70,-0.7480144749085108,-0.7159603647887707,0.47399536847840895
71,-0.7559061167140801,-0.716963391751051,0.47469917813195295
72,-0.7398591250181198,-0.7187531664967537,0.48112125202439876
73,-0.7917978157599767,-0.7202059626579285,0.48129001498433455
74,-0.7852130939563116,-0.7213638573884964,0.4665402836428582
75,-0.8285566091537475,-0.7224698923528194,0.4633844919705157
76,-0.817936955889066,-0.7237357124686241,0.46445458535773204
77,-0.842730121811231,-0.7246297784149647,0.4645839955198353
