fold,cancer_type,best_epoch,best_val_loss,train_loss,train_cindex,val_loss,val_cindex_global,normalized_val_cindex,test_loss,test_cindex,test_risk_mean,test_risk_std,test_risk_OS_corr
8,SKCM,100,0.21434945613145828,0.15347158163785934,0.5866582308513583,0.21434945613145828,0.5684723067559343,0.5684723067559343,0.2013925164937973,0.5643564356435643,11.511507,0.031922292,-0.1501579
