epoch,train_loss,val_loss,c_index
1,1.004265956518029,0.9495712886253993,0.5723674206110454
2,0.9858936385697677,0.9414029330015182,0.5809211961731978
3,0.9569459710301471,0.9480402400096257,0.5841344405582847
4,0.9147340766146403,0.9595026999711991,0.5814269846412208
5,0.9001738897391728,0.9801758209864299,0.5809964032820052
6,0.8788536904739732,0.9969548145929973,0.5718748553709446
7,0.8689539126989221,1.0269517083962758,0.5681376405794418
8,0.868381799519563,1.0622832169135412,0.5681888805876403
9,0.8536678436173111,1.0909618616104126,0.5656301859847007
10,0.8474212902433732,1.0940822144349416,0.5621475183306998
11,0.8264277111582395,1.1461508711179098,0.5601805631772772
12,0.8372894529284549,1.163363645474116,0.5585193951695548
13,0.8222660680278009,1.1774432241916657,0.5532681207809639
14,0.8089868268545937,1.2174086173375447,0.5516565398779496
15,0.8110188712843326,1.2278385837872823,0.5497523950571575
16,0.7905625437988955,1.243422422806422,0.547358990803245
17,0.7972982374309492,1.2631206731001536,0.5474532063021904
18,0.7992976459071917,1.2763641675313313,0.5454845982452776
19,0.7970451955534831,1.3009191811084748,0.5447870729723833
20,0.7942428272060987,1.3143225689729054,0.544785420068893
21,0.7760446841335472,1.3164600710074106,0.5454664163068846
22,0.7832747612680707,1.3538856625556945,0.5464069183928488
