epoch,train_loss,val_loss,c_index
1,1.003543617344704,0.9220497123897076,0.5809206053558343
2,0.9963430148713729,0.9105395408968131,0.596535861328587
3,0.9706439435982904,0.9089474223554135,0.6045155217960191
4,0.9248451703235883,0.9217207836608092,0.6005157666114729
5,0.9178407755719513,0.9436374840637048,0.5967178187604729
6,0.9138162548051161,0.9690216993292172,0.5953564463382721
7,0.8898905916374271,1.0075741931796074,0.5897620823870169
8,0.8869800029181633,1.0175663605332375,0.5862916579134114
9,0.8659844255747915,1.0548323010404905,0.5800306680980651
10,0.8592600263968235,1.0893387585878371,0.5777595085164349
11,0.8511603941687015,1.1231864030162493,0.5739565981900198
12,0.8381245690358787,1.1408388942480088,0.5687410365287815
13,0.8512356266254136,1.1818886185685793,0.568823744452366
14,0.8425777847526454,1.200567368666331,0.5675020718334858
15,0.8410515088994964,1.2286788245042166,0.5645394740106892
16,0.8253285308845905,1.3034278839826583,0.562321247500153
17,0.8293277573685686,1.2728166182835896,0.56186800807891
18,0.8348399385684678,1.2991558094819387,0.5612443903350829
19,0.8312692913312872,1.3228475153446198,0.5577044912056665
20,0.8204730816748964,1.3540913969278336,0.5571900479209709
21,0.8143772335112596,1.3400107145309448,0.5550412960662457
22,0.8041601614290926,1.3672480831543605,0.5523582510251647
23,0.8029787579253942,1.3862323840459188,0.5522275725059013
