fold,best_epoch,best_val_loss,train_loss,train_cindex,val_loss,val_cindex,test_loss,test_cindex,test_risk_mean,test_risk_std,test_risk_OS_corr
1,17,0.16561233401298522,0.30702481928624603,0.7643790211609975,0.16561233401298522,0.7391755654307887,0.4461421352444273,0.7408166478857992,45.24333,10.5590925,-0.105097875
2,26,0.1032036542892456,0.28124906201111644,0.7661631405821826,0.14029605786005656,0.7685251631250913,0.38752807852099924,0.7394921893435273,48.152817,8.282363,-0.07824518
3,50,0.19590801397959393,0.23628669106558467,0.7802633210338945,0.45219473640124,0.7579892439663986,0.38274320327874384,0.7394697096828327,47.1301,7.463375,-0.1473743
4,56,0.4324671864509583,0.2960869849176335,0.7879292490468058,0.4324671864509583,0.7446092346554019,0.2607308409430764,0.7458060791534249,47.590843,7.23104,-0.12965775
5,27,0.46302189826965334,0.3311438542559631,0.77075067797266,0.46302189826965334,0.7317224552692406,0.47910269462701044,0.7524381372104547,47.348007,6.985827,-0.087652534
6,27,0.27216597472627957,0.3207842706513584,0.7608096697564305,0.27216597472627957,0.7662328038050581,0.7290660431890776,0.745437612745841,44.26349,14.578266,-0.08296041
7,27,-0.1485313634077708,0.2937185572327746,0.7634918724592366,-0.14767990907033285,0.7718531810766721,0.5438267096425548,0.768195767968998,46.980812,6.5792933,-0.24931073
8,31,0.5046719213326772,0.3288618406855074,0.7704585075122212,0.5281444529692332,0.7600457287410002,0.407320293061661,0.7512411000977244,48.702232,2.347368,-0.17817152
9,35,0.5142316843072573,0.2847095892617577,0.7700952520104858,0.5142316843072573,0.7416030484796552,0.3562307515565087,0.7432801913914074,47.177887,5.071205,-0.19003986
10,27,0.3592134788632393,0.23511163072478503,0.7649302434361086,0.3592134788632393,0.7478744277305428,0.5745090435851704,0.7556850847146467,44.93173,14.162738,-0.13260573
