fold,cancer_type,best_epoch,best_val_loss,train_loss,train_cindex,val_loss,val_cindex_global,normalized_val_cindex,test_loss,test_cindex,test_risk_mean,test_risk_std,test_risk_OS_corr
2,TGCT,100,0.24328279495239258,0.2196359783411026,0.30864197530864196,0.24328279495239258,0.6857142857142857,0.6857142857142857,0.23002052307128906,,8.936323,0.24925613,-0.019766744
