fold,cancer_type,best_epoch,best_val_loss,train_loss,train_cindex,val_loss,val_cindex_global,normalized_val_cindex,test_loss,test_cindex,test_risk_mean,test_risk_std,test_risk_OS_corr
6,ESCA,100,0.3236778676509857,0.30795738101005554,0.5990196078431372,0.3236778676509857,0.45318352059925093,0.45318352059925093,0.3212406635284424,0.5,10.426485,0.14750394,0.16740152
