phase,epoch,train_loss,val_loss,val_cindex_global,normalized_avg_cindex,val_cindex_by_type
0,1,0.4211931526660919,0.4188568592071533,0.0,0.0,{33: 0.0}
0,2,0.4191480576992035,0.4163166582584381,0.0,0.0,{33: 0.0}
0,3,0.41411180794239044,0.41346895694732666,1.0,1.0,{33: 1.0}
0,4,0.41104505956172943,0.410709947347641,1.0,1.0,{33: 1.0}
0,5,0.3978367745876312,0.40805089473724365,1.0,1.0,{33: 1.0}
0,6,0.40776944160461426,0.4055062532424927,1.0,1.0,{33: 1.0}
0,7,0.40471047163009644,0.40307700634002686,1.0,1.0,{33: 1.0}
0,8,0.4006258249282837,0.4006359875202179,1.0,1.0,{33: 1.0}
0,9,0.4026719927787781,0.3982199430465698,1.0,1.0,{33: 1.0}
0,10,0.397601455450058,0.3957676291465759,1.0,1.0,{33: 1.0}
0,11,0.39526864886283875,0.393314391374588,1.0,1.0,{33: 1.0}
0,12,0.39841867983341217,0.39105433225631714,1.0,1.0,{33: 1.0}
0,13,0.3930676728487015,0.388801246881485,1.0,1.0,{33: 1.0}
0,14,0.38940995931625366,0.38658207654953003,1.0,1.0,{33: 1.0}
0,15,0.38773196935653687,0.38452771306037903,1.0,1.0,{33: 1.0}
0,16,0.3837108016014099,0.3825112581253052,1.0,1.0,{33: 1.0}
0,17,0.3816189616918564,0.3804727792739868,1.0,1.0,{33: 1.0}
0,18,0.380195751786232,0.37839585542678833,1.0,1.0,{33: 1.0}
0,19,0.3780826926231384,0.3762063682079315,1.0,1.0,{33: 1.0}
0,20,0.37720249593257904,0.3739006817340851,1.0,1.0,{33: 1.0}
0,21,0.3740135133266449,0.3715735971927643,1.0,1.0,{33: 1.0}
0,22,0.3730456084012985,0.36933112144470215,1.0,1.0,{33: 1.0}
0,23,0.36828507483005524,0.36724376678466797,1.0,1.0,{33: 1.0}
0,24,0.37059055268764496,0.36531883478164673,1.0,1.0,{33: 1.0}
0,25,0.36396656930446625,0.36354193091392517,1.0,1.0,{33: 1.0}
0,26,0.3634399026632309,0.361698716878891,1.0,1.0,{33: 1.0}
0,27,0.36334726214408875,0.3597073256969452,1.0,1.0,{33: 1.0}
0,28,0.35964539647102356,0.35768941044807434,1.0,1.0,{33: 1.0}
0,29,0.35701441764831543,0.3555954396724701,1.0,1.0,{33: 1.0}
0,30,0.35512836277484894,0.3533962070941925,1.0,1.0,{33: 1.0}
0,31,0.34290553629398346,0.3515333831310272,1.0,1.0,{33: 1.0}
0,32,0.34040072560310364,0.3502219617366791,1.0,1.0,{33: 1.0}
0,33,0.34866759181022644,0.3490619957447052,1.0,1.0,{33: 1.0}
0,34,0.34669482707977295,0.3477140963077545,1.0,1.0,{33: 1.0}
0,35,0.3331328183412552,0.3462218940258026,1.0,1.0,{33: 1.0}
0,36,0.3293668329715729,0.34468919038772583,1.0,1.0,{33: 1.0}
0,37,0.34554362297058105,0.3431394100189209,1.0,1.0,{33: 1.0}
0,38,0.3242911547422409,0.34152522683143616,1.0,1.0,{33: 1.0}
0,39,0.3407009392976761,0.33985450863838196,1.0,1.0,{33: 1.0}
0,40,0.3431069403886795,0.3380661904811859,1.0,1.0,{33: 1.0}
0,41,0.33748669922351837,0.336226224899292,1.0,1.0,{33: 1.0}
0,42,0.33485281467437744,0.3344014585018158,1.0,1.0,{33: 1.0}
0,43,0.3311272859573364,0.33258819580078125,1.0,1.0,{33: 1.0}
0,44,0.3135686069726944,0.33082687854766846,1.0,1.0,{33: 1.0}
0,45,0.3314647078514099,0.32909998297691345,1.0,1.0,{33: 1.0}
0,46,0.32875195145606995,0.3274117112159729,1.0,1.0,{33: 1.0}
0,47,0.32739153504371643,0.3257783353328705,1.0,1.0,{33: 1.0}
0,48,0.3260420113801956,0.32417452335357666,1.0,1.0,{33: 1.0}
0,49,0.32251690328121185,0.322534441947937,1.0,1.0,{33: 1.0}
0,50,0.30599452555179596,0.32091084122657776,1.0,1.0,{33: 1.0}
0,51,0.3198474496603012,0.31932270526885986,1.0,1.0,{33: 1.0}
0,52,0.3189084231853485,0.3176898658275604,1.0,1.0,{33: 1.0}
0,53,0.3180416077375412,0.3159896433353424,1.0,1.0,{33: 1.0}
0,54,0.2962278127670288,0.314302921295166,1.0,1.0,{33: 1.0}
0,55,0.3111603707075119,0.312682569026947,1.0,1.0,{33: 1.0}
0,56,0.31618334352970123,0.3110732138156891,1.0,1.0,{33: 1.0}
0,57,0.31304267048835754,0.30945199728012085,1.0,1.0,{33: 1.0}
0,58,0.308464378118515,0.3078092932701111,1.0,1.0,{33: 1.0}
0,59,0.3063080757856369,0.30618274211883545,1.0,1.0,{33: 1.0}
0,60,0.30558623373508453,0.30456671118736267,1.0,1.0,{33: 1.0}
0,61,0.3043558597564697,0.302963525056839,1.0,1.0,{33: 1.0}
0,62,0.3047400563955307,0.30135899782180786,1.0,1.0,{33: 1.0}
0,63,0.3001905232667923,0.29975634813308716,1.0,1.0,{33: 1.0}
0,64,0.30262109637260437,0.29816681146621704,1.0,1.0,{33: 1.0}
0,65,0.297994926571846,0.2966545522212982,1.0,1.0,{33: 1.0}
0,66,0.2963540405035019,0.29523447155952454,1.0,1.0,{33: 1.0}
0,67,0.2950279861688614,0.2937681972980499,1.0,1.0,{33: 1.0}
0,68,0.29656369984149933,0.2922511696815491,1.0,1.0,{33: 1.0}
0,69,0.2898091524839401,0.2905873656272888,1.0,1.0,{33: 1.0}
0,70,0.2729513645172119,0.28888288140296936,1.0,1.0,{33: 1.0}
0,71,0.2912932485342026,0.28722211718559265,1.0,1.0,{33: 1.0}
0,72,0.2841140627861023,0.2856031060218811,1.0,1.0,{33: 1.0}
0,73,0.28842730820178986,0.28404441475868225,1.0,1.0,{33: 1.0}
0,74,0.26789237558841705,0.2825155258178711,1.0,1.0,{33: 1.0}
