epoch,train_loss,val_loss,c_index
1,1.0104699677732938,1.0165576934814453,0.5721177859510512
2,0.9850211628094441,1.0049660821755728,0.5837934583541449
3,0.940649315840056,1.0053042431672414,0.5824917888873753
4,0.9320155671257683,1.0151841084162394,0.5832364649078993
5,0.9284501949779126,1.033665911356608,0.5799535334271746
6,0.9066922345723049,1.0550787905852,0.5763875645158849
7,0.8874355326524052,1.0817130227883658,0.5691390818689552
8,0.8799574343847627,1.1048722505569457,0.5684882471355703
9,0.8738498443017612,1.1341675698757172,0.5651508271655391
10,0.8548352617551299,1.1722435772418975,0.5628759327369871
11,0.8480497010819176,1.1905067344506581,0.5598805793942696
12,0.8551107321967598,1.199526713291804,0.5600289091707155
13,0.8576006418829706,1.2330667674541473,0.5596648957907642
14,0.8480702907848758,1.2681955734888712,0.5578735867048086
15,0.8065454560418089,1.3096353987852731,0.5560028152386142
16,0.8348702830301613,1.2775572915871938,0.5548691519472068
17,0.8309044712731818,1.3113300462563833,0.5564069382009718
18,0.8206533050211537,1.3106265624364217,0.5528439964279768
19,0.8184606675841227,1.336801940202713,0.5531255202893944
20,0.8331516547864225,1.3424976547559102,0.554274319272276
21,0.8100811233665762,1.3524853507677714,0.5543938912349211
22,0.8228889074520904,1.3755736708641053,0.5514227549985621
