epoch,train_loss,val_loss,val_cindex
1,0.8314448459480042,0.8088453739881516,0.6364772402690141
2,0.8048127202835298,0.7872075418631236,0.6817175612162759
3,0.7915671857676112,0.7941342522700627,0.6801725481031393
4,0.7793379133021024,0.779756228129069,0.6781601360650203
5,0.7710899115729153,0.7459574341773987,0.7231537742463192
6,0.7619881397883471,0.7667278160651525,0.7165777310378852
7,0.7577143515691274,0.7204648445049922,0.7463809041572538
8,0.7528194851220998,0.7237660725911458,0.7448813326062683
9,0.7480914671170084,0.7271185348431269,0.7412460076341825
10,0.7492854688176536,0.7242015560468038,0.7398827607696502
11,0.7458886286817995,0.7172250151634216,0.7479973254394848
12,0.7427755411630287,0.7147334774335226,0.7414082989275791
13,0.7421590249453273,0.7064568360646566,0.7498604294876788
14,0.7378992050662077,0.7206779936949412,0.7516910752771935
15,0.7382669438769046,0.7163947547475497,0.7499123627015658
16,0.7344570405277094,0.7195545375347138,0.7509185687206252
17,0.7315809559217072,0.7209649547934532,0.7427585624886396
18,0.7296581779207502,0.7196177398165067,0.7429598036924515
19,0.7316772355733061,0.7101809104283651,0.7555860663187142
20,0.7335426074669773,0.7213043843706449,0.7475299265145023
21,0.7294470977066154,0.7209773634870847,0.7477376593700501
22,0.7310974217559162,0.7191424285372098,0.746367920853782
23,0.7260538359781853,0.710135655105114,0.7526258731271585
24,0.7225499712210849,0.7147069722414017,0.7488801900755628
25,0.7235225628417238,0.731674799323082,0.7437452935524915
26,0.7227618501598674,0.7456430365641912,0.7215698112227675
27,0.7188827981402103,0.7217219352722168,0.7422067720910909
28,0.7174841273099857,0.7269700720906258,0.749899379398094
29,0.7145679277136809,0.7301559776067734,0.735085430136844
30,0.7117169744762263,0.7348202352722486,0.7402462932668589
31,0.7117876304047448,0.7318630754947663,0.7415381319622965
32,0.7058684744669083,0.7382911632458369,0.7405903508088598
33,0.7090005116971364,0.7342208782831828,0.7323589364077796
34,0.6993996634855306,0.7299746960401535,0.7379742151593052
35,0.6996621955606274,0.7505134075880051,0.7292104853158837
36,0.6960789064939757,0.756323853135109,0.7395062449689699
37,0.6971758847173891,0.7373797064026196,0.7289962608086001
38,0.6909751049558023,0.7527161180973053,0.7251596946327024
39,0.6827113765074795,0.7557733962933223,0.7405124509880294
