epoch,train_loss,val_loss,c_index
1,0.9992187185948637,1.0441028714179992,0.587668682125391
2,0.9894618166594946,1.0330233097076416,0.6040046113615135
3,0.9340450728640837,1.0344376504421233,0.6060401894641857
4,0.9289542449121716,1.0557349860668181,0.5998353731868039
5,0.9022110321191179,1.0762020150820415,0.595056517848655
6,0.8861321288810557,1.0916155974070232,0.5919163858755928
7,0.8563360321421584,1.111560207605362,0.5869292949717146
8,0.8545298135581136,1.1487889389197032,0.5888064329700277
9,0.8568212307300889,1.1729957242806752,0.5845602381732007
10,0.845058847876156,1.1864696224530538,0.5855063519392314
11,0.8522277022359752,1.2065559128920238,0.5841045342539961
12,0.8368956864881916,1.2438080668449403,0.5791008448629946
13,0.8205332624248597,1.2656267245610555,0.5791928910188604
14,0.8219800919544797,1.2849247872829437,0.5781200251693422
15,0.8168778048843897,1.2905993600686392,0.578685882684911
16,0.8384968766144344,1.3272904634475708,0.578444450144935
17,0.8009165119724113,1.3672961215178172,0.580893481472316
18,0.8003257459201732,1.3490050375461577,0.5757404056972044
19,0.8125775400079599,1.3492954631646474,0.5747882561176743
20,0.7891991546674937,1.3641036331653595,0.577259921745678
21,0.8040411194332507,1.3895779728889466,0.5763726571612664
22,0.80799874638309,1.3724379320939382,0.5732008371673324
