epoch,train_loss,val_loss,val_cindex_global,normalized_avg_cindex,val_cindex_by_type
1,0.20780089300344973,0.7051894625027975,0.5590223856876901,0.5215225995927711,"{0: 0.6881720430107527, 1: 0.43684633950120677, 2: 0.538961038961039, 3: 0.459214501510574, 4: 1.0, 6: 0.598404255319149, 7: 0.8888888888888888, 8: 0.4147727272727273, 10: 0.500402252614642, 11: 0.5013133208255159, 12: 0.16666666666666666, 13: 0.616956077630235, 14: 0.5358649789029536, 15: 0.4734042553191489, 17: 0.5211267605633803, 18: 0.6800411522633745, 19: 0.4523685580426861, 20: 0.4688372093023256, 21: 0.32, 23: 0.5110987791342952, 24: 0.6061538461538462, 25: 0.9666666666666667, 26: nan, 27: 0.03333333333333333, 28: 0.47073170731707314, 29: 0.45587340231284235, 30: 0.3963210702341137, 31: 0.5714285714285714, 32: 0.23255813953488372, 33: nan, 34: 0.4340659340659341, 35: 0.4838709677419355, 36: 0.7428571428571429}"
2,0.13400321256588488,0.6418234556913376,0.5195537998153446,0.4788075298619442,"{0: 0.6451612903225806, 1: 0.4102976669348351, 2: 0.5562770562770563, 3: 0.3867069486404834, 4: 1.0, 6: 0.5726950354609929, 7: 0.8888888888888888, 8: 0.39204545454545453, 10: 0.4927594529364441, 11: 0.526641651031895, 12: 0.16666666666666666, 13: 0.6424923391215526, 14: 0.39662447257383965, 15: 0.4379432624113475, 17: 0.6106639839034205, 18: 0.6059670781893004, 19: 0.3971889640812077, 20: 0.5260465116279069, 21: 0.26666666666666666, 23: 0.39900110987791343, 24: 0.5784615384615385, 25: 0.13333333333333333, 26: nan, 27: 0.03333333333333333, 28: 0.5365853658536586, 29: 0.5289105295191723, 30: 0.391304347826087, 31: 0.5, 32: 0.32558139534883723, 33: nan, 34: 0.3934065934065934, 35: 0.3870967741935484, 36: 0.7142857142857143}"
3,0.22542774315704317,0.5988343864679336,0.5493537059740574,0.46954972550719004,"{0: 0.5268817204301075, 1: 0.40506838294448916, 2: 0.525974025974026, 3: 0.39274924471299094, 4: 0.875, 6: 0.5350177304964538, 7: 0.7777777777777778, 8: 0.3977272727272727, 10: 0.504827031375704, 11: 0.526641651031895, 12: 0.6666666666666666, 13: 0.5643513789581205, 14: 0.25738396624472576, 15: 0.50177304964539, 17: 0.5819919517102615, 18: 0.5082304526748971, 19: 0.4112441436751692, 20: 0.5837209302325581, 21: 0.25333333333333335, 23: 0.3751387347391787, 24: 0.5138461538461538, 25: 0.07777777777777778, 26: nan, 27: 0.4, 28: 0.47073170731707314, 29: 0.4996956786366403, 30: 0.4158305462653289, 31: 0.14285714285714285, 32: 0.4418604651162791, 33: nan, 34: 0.34175824175824177, 35: 0.45161290322580644, 36: 0.6285714285714286}"
4,0.02603468276998576,0.5686051920056343,0.5119276816661369,0.5135699008923864,"{0: 0.6451612903225806, 1: 0.41834271922767496, 2: 0.5898268398268398, 3: 0.43202416918429004, 4: 1.0, 6: 0.5877659574468085, 7: 1.0, 8: 0.42613636363636365, 10: 0.49557522123893805, 11: 0.5129455909943715, 12: 0.16666666666666666, 13: 0.6230847803881512, 14: 0.4978902953586498, 15: 0.5673758865248227, 17: 0.5331991951710262, 18: 0.6532921810699589, 19: 0.43154606975533577, 20: 0.46744186046511627, 21: 0.28, 23: 0.4972253052164262, 24: 0.6215384615384615, 25: 0.8777777777777778, 26: nan, 27: 0.03333333333333333, 28: 0.48048780487804876, 29: 0.5082166768107121, 30: 0.3907469342251951, 31: 0.5, 32: 0.13953488372093023, 33: nan, 34: 0.4098901098901099, 35: 0.41935483870967744, 36: 0.7142857142857143}"
5,0.0068845718222505905,0.5466485584775607,0.5752501173016089,0.5267559438280361,"{0: 0.5806451612903226, 1: 0.43081255028157683, 2: 0.6341991341991342, 3: 0.44410876132930516, 4: 1.0, 6: 0.6205673758865248, 7: 1.0, 8: 0.4034090909090909, 10: 0.48672566371681414, 11: 0.4975609756097561, 12: 0.25, 13: 0.6363636363636364, 14: 0.46835443037974683, 15: 0.4627659574468085, 17: 0.5165995975855131, 18: 0.6553497942386831, 19: 0.47058823529411764, 20: 0.4567441860465116, 21: 0.28, 23: 0.5038845726970034, 24: 0.6, 25: 0.9222222222222223, 26: nan, 27: 0.06666666666666667, 28: 0.5792682926829268, 29: 0.480219111381619, 30: 0.39687848383500557, 31: 0.6071428571428571, 32: 0.23255813953488372, 33: nan, 34: 0.4153846153846154, 35: 0.5161290322580645, 36: 0.7142857142857143}"
6,0.1654368082390112,0.5314107159773509,0.4750798407725257,0.492027282701289,"{0: 0.553763440860215, 1: 0.4022526146419952, 2: 0.5427489177489178, 3: 0.43202416918429004, 4: 0.625, 6: 0.49601063829787234, 7: 0.7777777777777778, 8: 0.36363636363636365, 10: 0.47204344328238135, 11: 0.5121951219512195, 12: 0.6666666666666666, 13: 0.6332992849846782, 14: 0.4219409282700422, 15: 0.42021276595744683, 17: 0.5784708249496981, 18: 0.48045267489711935, 19: 0.40916189484643417, 20: 0.5586046511627907, 21: 0.14666666666666667, 23: 0.40288568257491675, 24: 0.5723076923076923, 25: 0.7888888888888889, 26: nan, 27: 0.16666666666666666, 28: 0.5951219512195122, 29: 0.5015216068167986, 30: 0.4916387959866221, 31: 0.25, 32: 0.4418604651162791, 33: nan, 34: 0.44395604395604393, 35: 0.41935483870967744, 36: 0.6857142857142857}"
7,-0.02322415098109666,0.5193989505370458,0.5064145060467088,0.46131823258259874,"{0: 0.5591397849462365, 1: 0.41995172968624295, 2: 0.6158008658008658, 3: 0.44108761329305135, 4: 0.625, 6: 0.5168439716312057, 7: 0.7777777777777778, 8: 0.42045454545454547, 10: 0.5482703137570394, 11: 0.48855534709193243, 12: 0.5, 13: 0.4790602655771195, 14: 0.38396624472573837, 15: 0.48404255319148937, 17: 0.6156941649899397, 18: 0.4125514403292181, 19: 0.4247787610619469, 20: 0.554186046511628, 21: 0.38, 23: 0.40899001109877914, 24: 0.3353846153846154, 25: 0.06666666666666667, 26: nan, 27: 0.6, 28: 0.4926829268292683, 29: 0.5069993913572732, 30: 0.5008361204013378, 31: 0.2857142857142857, 32: 0.4418604651162791, 33: nan, 34: 0.45604395604395603, 35: 0.3870967741935484, 36: 0.17142857142857143}"
8,0.14166086901198416,0.5095497086644173,0.56228185684663,0.4949282797441084,"{0: 0.6021505376344086, 1: 0.3998390989541432, 2: 0.4935064935064935, 3: 0.4380664652567976, 4: 1.0, 6: 0.5168439716312057, 7: 0.8888888888888888, 8: 0.38636363636363635, 10: 0.4835076427996782, 11: 0.49530956848030017, 12: 0.3333333333333333, 13: 0.6414708886618999, 14: 0.4219409282700422, 15: 0.5656028368794326, 17: 0.5508048289738431, 18: 0.6378600823045267, 19: 0.4424778761061947, 20: 0.5516279069767441, 21: 0.28, 23: 0.4364594894561598, 24: 0.48923076923076925, 25: 0.3333333333333333, 26: nan, 27: 0.26666666666666666, 28: 0.5121951219512195, 29: 0.5185636031649422, 30: 0.45094760312151616, 31: 0.25, 32: 0.3488372093023256, 33: nan, 34: 0.4087912087912088, 35: 0.4838709677419355, 36: 0.7142857142857143}"
9,-0.22406155796831145,0.5023891511062781,0.5194183353766517,0.46901853291931245,"{0: 0.4838709677419355, 1: 0.48471440064360416, 2: 0.6504329004329005, 3: 0.48338368580060426, 4: 0.0, 6: 0.450354609929078, 7: 0.5555555555555556, 8: 0.38636363636363635, 10: 0.503620273531778, 11: 0.4896810506566604, 12: 0.7083333333333334, 13: 0.5066394279877426, 14: 0.3691983122362869, 15: 0.3776595744680851, 17: 0.5653923541247485, 18: 0.3497942386831276, 19: 0.5179593961478397, 20: 0.5516279069767441, 21: 0.48, 23: 0.44783573806881244, 24: 0.39692307692307693, 25: 0.4, 26: nan, 27: 0.8666666666666667, 28: 0.4097560975609756, 29: 0.5818624467437614, 30: 0.5406911928651059, 31: 0.21428571428571427, 32: 0.6395348837209303, 33: nan, 34: 0.4472527472527473, 35: 0.45161290322580644, 36: 0.22857142857142856}"
10,-0.06069507937440101,0.49430806388457615,0.5139906764140519,0.52605713628379,"{0: 0.6774193548387096, 1: 0.416331456154465, 2: 0.3712121212121212, 3: 0.4108761329305136, 4: 1.0, 6: 0.6006205673758865, 7: 0.8888888888888888, 8: 0.4602272727272727, 10: 0.4903459372485921, 11: 0.5198874296435272, 12: 0.3333333333333333, 13: 0.6057201225740552, 14: 0.5063291139240507, 15: 0.5762411347517731, 17: 0.5186116700201208, 18: 0.676954732510288, 19: 0.43024466423737634, 20: 0.5051162790697674, 21: 0.36666666666666664, 23: 0.45338512763596006, 24: 0.683076923076923, 25: 0.8888888888888888, 26: nan, 27: 0.1, 28: 0.47073170731707314, 29: 0.5015216068167986, 30: 0.41638795986622074, 31: 0.39285714285714285, 32: 0.3488372093023256, 33: nan, 34: 0.44175824175824174, 35: 0.4838709677419355, 36: 0.7714285714285715}"
