epoch,train_loss,val_loss,c_index
1,0.9994170410653292,0.9657194803158442,0.5857751168598322
2,0.9902623765549418,0.9545355002085368,0.5901661650765192
3,0.9586702436208725,0.9509544283151626,0.5993948901837741
4,0.924431557625027,0.959234356880188,0.5976499967983607
5,0.9177885575819824,0.975545534491539,0.5961636357815201
6,0.8928865174115714,0.9927963604529698,0.5903278478581033
7,0.8893889158459033,1.004645001888275,0.590009284753794
8,0.8843074711197514,1.0215622544288636,0.5880066594096177
9,0.8686389195716987,1.0523262600104013,0.5837644874175578
10,0.8731556868149062,1.0626464327176413,0.5831129538323622
11,0.8564465389413348,1.080985560019811,0.5816305948645707
12,0.8539666258177515,1.098212973276774,0.5783873343151694
13,0.8458299687353231,1.1314065665006638,0.5747214573861817
14,0.8555431516241219,1.1422482897837958,0.5730197861304989
15,0.828277592563023,1.1629888663689296,0.5722529935326888
16,0.8221168062191898,1.1636831521987916,0.5713917525773196
17,0.8228527087781389,1.1956267734368642,0.5691281936351412
18,0.8221616377517328,1.206115961074829,0.5683021707114042
19,0.8317043584282116,1.2016269207000732,0.5672936543510277
20,0.8166325109995017,1.2415776799122493,0.5679884100659538
21,0.8012149078866183,1.2302301088968912,0.5671271691105846
22,0.8151436948801501,1.2014914224545161,0.5646987257475827
23,0.8253232428914535,1.2249025245507559,0.5628962028558622
