epoch,cancer_type,c_index
1,global,0.6753804645739399
1,normalized_avg,0.5665268029025189
1,0,0.5633802816901409
1,1,0.5612745098039216
1,2,0.5531803962460897
1,3,0.7046783625730995
1,4,0.47368421052631576
1,6,0.6771879483500718
1,7,0.5
1,8,0.6764705882352942
1,10,0.42497221193034457
1,11,0.46255883611467696
1,12,
1,13,0.5875613747954174
1,14,0.6289592760180995
1,15,0.5795454545454546
1,17,0.628858024691358
1,18,0.5216
1,19,0.5242937853107345
1,20,0.5047961630695443
1,21,0.6486486486486487
1,23,0.5605457646389994
1,24,0.6053511705685619
1,25,0.7207207207207207
1,26,0.7592592592592593
1,27,0.7058823529411765
1,28,0.5870069605568445
1,29,0.46617008069522037
1,30,0.5273865414710485
1,31,
1,32,
1,33,0.043478260869565216
1,34,0.5662100456621004
1,35,0.6071428571428571
1,36,0.625
2,global,0.7138420030354783
2,normalized_avg,0.5945968769446801
2,0,0.5352112676056338
2,1,0.5972222222222222
2,2,0.5787278415015641
2,3,0.6754385964912281
2,4,0.5789473684210527
2,6,0.6872309899569584
2,7,0.6
2,8,0.5798319327731093
2,10,0.43534642460170436
2,11,0.5335900727428327
2,12,
2,13,0.5695581014729951
2,14,0.6470588235294118
2,15,0.6431818181818182
2,17,0.6049382716049383
2,18,0.5504
2,19,0.5903954802259888
2,20,0.5551558752997602
2,21,0.6891891891891891
2,23,0.5076748152359295
2,24,0.6688963210702341
2,25,0.6846846846846847
2,26,0.8703703703703703
2,27,0.7647058823529411
2,28,0.6751740139211136
2,29,0.5238981998758535
2,30,0.5046948356807511
2,31,
2,32,
2,33,0.0
2,34,0.6232876712328768
2,35,0.5714285714285714
2,36,0.7916666666666666
3,global,0.722547615501852
3,normalized_avg,0.5826573499216018
3,0,0.49295774647887325
3,1,0.6266339869281046
3,2,0.6006256517205423
3,3,0.695906432748538
3,4,0.5789473684210527
3,6,0.5566714490674318
3,7,0.6
3,8,0.5588235294117647
3,10,0.43460540941089293
3,11,0.5588361146769363
3,12,
3,13,0.5548281505728314
3,14,0.579185520361991
3,15,0.5022727272727273
3,17,0.6396604938271605
3,18,0.5504
3,19,0.6632768361581921
3,20,0.5367705835331734
3,21,0.6891891891891891
3,23,0.47868106878908473
3,24,0.6421404682274248
3,25,0.5315315315315315
3,26,0.7777777777777778
3,27,0.8823529411764706
3,28,0.665893271461717
3,29,0.547486033519553
3,30,0.4812206572769953
3,31,
3,32,
3,33,0.043478260869565216
3,34,0.6286149162861492
3,35,0.4642857142857143
3,36,0.9166666666666666
4,global,0.7336787589392936
4,normalized_avg,0.5849018029430133
4,0,0.5070422535211268
4,1,0.5735294117647058
4,2,0.5469238790406674
4,3,0.6783625730994152
4,4,0.6842105263157895
4,6,0.5595408895265424
4,7,0.6
4,8,0.6260504201680672
4,10,0.44497962208225267
4,11,0.5566966195977749
4,12,
4,13,0.618657937806874
4,14,0.5113122171945701
4,15,0.5886363636363636
4,17,0.6805555555555556
4,18,0.5504
4,19,0.6853107344632768
4,20,0.5323741007194245
4,21,0.7027027027027027
4,23,0.526435474701535
4,24,0.6120401337792643
4,25,0.4594594594594595
4,26,0.5740740740740741
4,27,0.8235294117647058
4,28,0.7192575406032483
4,29,0.5642458100558659
4,30,0.4921752738654147
4,31,
4,32,
4,33,0.043478260869565216
4,34,0.6445966514459666
4,35,0.6071428571428571
4,36,0.8333333333333334
5,global,0.7349144964686424
5,normalized_avg,0.5908238029191146
5,0,0.5211267605633803
5,1,0.6176470588235294
5,2,0.52711157455683
5,3,0.6900584795321637
5,4,0.5789473684210527
5,6,0.569583931133429
5,7,0.6
5,8,0.6428571428571429
5,10,0.4720266765468692
5,11,0.5297389816003423
5,12,
5,13,0.6399345335515548
5,14,0.5475113122171946
5,15,0.5931818181818181
5,17,0.6859567901234568
5,18,0.5872
5,19,0.696045197740113
5,20,0.5199840127897681
5,21,0.7027027027027027
5,23,0.5298465036952814
5,24,0.6187290969899666
5,25,0.3963963963963964
