fold,best_epoch,best_val_loss,train_loss,train_cindex,val_loss,val_cindex,test_loss,test_cindex,test_risk_mean,test_risk_std,test_risk_OS_corr
1,27,0.16976866126060486,0.3337151975111854,0.7669223931338688,0.16976866126060486,0.7370332294222989,0.4711985262957486,0.7383710344895459,46.783276,10.8946905,-0.11994302
2,43,0.14790939887364704,0.38124241887178634,0.7798933938535575,0.14790939887364704,0.7722959773551809,0.4701606087824878,0.730501675397612,45.665672,12.169414,-0.03921631
3,39,0.34971983830134074,0.34235169579473773,0.7721770161301225,0.4900503953297933,0.7564272697834189,0.44541678555083997,0.7404189041785535,48.41321,3.588738,-0.17560193
4,43,0.41886457800865173,0.35446343408491376,0.7849963497473758,0.41886457800865173,0.742120010054996,0.43889769640835846,0.7489084315604805,44.44475,13.248857,-0.103343815
5,51,0.47878535588582355,0.34856599927844856,0.7831085340150241,0.47878535588582355,0.7194069734734061,0.5800750996127273,0.7310932343669277,47.019165,13.889943,-0.043205593
6,42,0.3268577439089616,0.28870593246660736,0.7732699302306244,0.3268577439089616,0.7693991942546856,0.8205555478731791,0.744122550145928,44.99178,14.051413,-0.086292215
7,36,-0.11049646536509196,0.19005931450633073,0.7721227576946073,-0.11049646536509196,0.7638597063621534,0.6106226302006028,0.7532239126381407,46.078888,10.667687,-0.16412541
8,44,0.5769971152146657,0.3713773058769398,0.7767427501845245,0.5769971152146657,0.7510793685541934,0.4791878236062599,0.7476113360323887,48.18309,4.6423635,-0.13193852
9,42,0.5503167470296224,0.30702928246412065,0.78120787036083,0.5503167470296224,0.7448878242580043,0.388314813375473,0.7377716571842142,47.429283,5.214225,-0.22568345
10,34,0.3961701492468516,0.3661265350822219,0.7744565166818345,0.3961701492468516,0.7521154585235279,0.6459976660482811,0.7509891830000628,45.417572,12.891235,-0.12482903
