fold,best_epoch,best_val_loss,train_loss,train_cindex,val_loss,val_cindex_global,normalized_val_cindex,test_loss,test_cindex,test_risk_mean,test_risk_std,test_risk_OS_corr
10,14,0.7086153119802475,0.6759216737847368,0.8497120536033445,0.7086153119802475,0.7330758911365226,0.5638928161147102,0.4695180636994979,0.7284879872843485,0.6003709084791577,0.0,
