epoch,train_loss,val_loss,val_cindex_global,normalized_avg_cindex,val_cindex_by_type
1,2.0902724504470824,0.5067295879125595,0.7009150794832716,0.594953372252511,"{0: 0.8450704225352113, 1: 0.5106209150326797, 2: 0.6032325338894682, 3: 0.34210526315789475, 4: 0.47368421052631576, 6: 0.6327116212338594, 7: 0.7, 8: 0.44537815126050423, 10: 0.48128936643201187, 11: 0.5134788189987163, 12: nan, 13: 0.513911620294599, 14: 0.6063348416289592, 15: 0.4409090909090909, 17: 0.7978395061728395, 18: 0.4128, 19: 0.5271186440677966, 20: 0.5243804956035172, 21: 0.5405405405405406, 23: 0.4991472427515634, 24: 0.6755852842809364, 25: 0.9099099099099099, 26: 0.5740740740740741, 27: 0.7058823529411765, 28: 0.691415313225058, 29: 0.5350713842333954, 30: 0.6580594679186228, 31: nan, 32: nan, 33: 0.782608695652174, 34: 0.6971080669710806, 35: 0.5, 36: 0.7083333333333334}"
2,2.0374614715576174,0.4988821744918823,0.728847500483205,0.5942032997889807,"{0: 0.9295774647887324, 1: 0.4795751633986928, 2: 0.5745568300312826, 3: 0.5321637426900585, 4: 0.42105263157894735, 6: 0.6068866571018652, 7: 0.5, 8: 0.40756302521008403, 10: 0.4597999258984809, 11: 0.5224646983311938, 12: nan, 13: 0.4762684124386252, 14: 0.5927601809954751, 15: 0.5636363636363636, 17: 0.6875, 18: 0.4256, 19: 0.5615819209039548, 20: 0.5487609912070344, 21: 0.5540540540540541, 23: 0.5144968732234224, 24: 0.6120401337792643, 25: 0.9009009009009009, 26: 0.7407407407407407, 27: 0.7647058823529411, 28: 0.6310904872389791, 29: 0.5524518932340161, 30: 0.6525821596244131, 31: nan, 32: nan, 33: 0.7391304347826086, 34: 0.69558599695586, 35: 0.42857142857142855, 36: 0.75}"
3,2.00150150458018,0.4919825717806816,0.7456044182369511,0.6073527674259,"{0: 0.8028169014084507, 1: 0.5138888888888888, 2: 0.5834202294056309, 3: 0.4152046783625731, 4: 0.47368421052631576, 6: 0.5767575322812052, 7: 0.8, 8: 0.4411764705882353, 10: 0.482400889218229, 11: 0.5323063756953359, 12: nan, 13: 0.4828150572831424, 14: 0.6334841628959276, 15: 0.6318181818181818, 17: 0.7901234567901234, 18: 0.4048, 19: 0.5152542372881356, 20: 0.5627498001598721, 21: 0.6081081081081081, 23: 0.5082433200682206, 24: 0.6321070234113713, 25: 0.8378378378378378, 26: 0.5185185185185185, 27: 0.7058823529411765, 28: 0.7331786542923434, 29: 0.5698324022346368, 30: 0.6291079812206573, 31: nan, 32: nan, 33: 0.782608695652174, 34: 0.6834094368340944, 35: 0.5357142857142857, 36: 0.8333333333333334}"
4,1.9885755062103272,0.48747508227825165,0.7526607963853092,0.600316301161499,"{0: 0.8732394366197183, 1: 0.4534313725490196, 2: 0.5938477580813347, 3: 0.42105263157894735, 4: 0.3684210526315789, 6: 0.5796269727403156, 7: 0.7, 8: 0.5294117647058824, 10: 0.5146350500185254, 11: 0.5241762943945228, 12: nan, 13: 0.4828150572831424, 14: 0.6153846153846154, 15: 0.5818181818181818, 17: 0.7916666666666666, 18: 0.3664, 19: 0.5440677966101695, 20: 0.5963229416466826, 21: 0.5675675675675675, 23: 0.504263786242183, 24: 0.5551839464882943, 25: 0.8468468468468469, 26: 0.5925925925925926, 27: 0.7058823529411765, 28: 0.6473317865429234, 29: 0.5704531346989448, 30: 0.6064162754303599, 31: nan, 32: nan, 33: 0.7391304347826086, 34: 0.7267884322678844, 35: 0.5357142857142857, 36: 0.875}"
5,1.980273469289144,0.4810671880841255,0.7549326523046505,0.6142031436716466,"{0: 0.8873239436619719, 1: 0.5261437908496732, 2: 0.564650677789364, 3: 0.5497076023391813, 4: 0.3157894736842105, 6: 0.5451936872309899, 7: 0.9, 8: 0.5504201680672269, 10: 0.49092256391256023, 11: 0.5348737697903295, 12: nan, 13: 0.46317512274959083, 14: 0.6199095022624435, 15: 0.6, 17: 0.7770061728395061, 18: 0.3488, 19: 0.5254237288135594, 20: 0.6191047162270183, 21: 0.5945945945945946, 23: 0.5451961341671404, 24: 0.5652173913043478, 25: 0.8738738738738738, 26: 0.5925925925925926, 27: 0.7058823529411765, 28: 0.6125290023201856, 29: 0.6058348851644941, 30: 0.6118935837245696, 31: nan, 32: nan, 33: 0.7391304347826086, 34: 0.708523592085236, 35: 0.5357142857142857, 36: 0.9166666666666666}"
6,1.9571322838465373,0.4799579530954361,0.752244131038875,0.6183247404144545,"{0: 0.8873239436619719, 1: 0.47058823529411764, 2: 0.5693430656934306, 3: 0.49122807017543857, 4: 0.42105263157894735, 6: 0.5423242467718795, 7: 0.9, 8: 0.4957983193277311, 10: 0.5113004816598741, 11: 0.543859649122807, 12: nan, 13: 0.48117839607201307, 14: 0.6334841628959276, 15: 0.5045454545454545, 17: 0.7762345679012346, 18: 0.3792, 19: 0.53954802259887, 20: 0.6434852118305355, 21: 0.6351351351351351, 23: 0.4855031267765776, 24: 0.6688963210702341, 25: 0.8288288288288288, 26: 0.6296296296296297, 27: 0.7058823529411765, 28: 0.6241299303944315, 29: 0.6014897579143389, 30: 0.6165884194053208, 31: nan, 32: nan, 33: 0.782608695652174, 34: 0.7222222222222222, 35: 0.5, 36: 0.9583333333333334}"
7,1.977521268526713,0.4747009202837944,0.7533420363053349,0.6030751226070024,"{0: 0.9436619718309859, 1: 0.47630718954248363, 2: 0.5714285714285714, 3: 0.5906432748538012, 4: 0.42105263157894735, 6: 0.5208034433285509, 7: 0.8, 8: 0.542016806722689, 10: 0.4586884031122638, 11: 0.5173299101412067, 12: nan, 13: 0.469721767594108, 14: 0.6334841628959276, 15: 0.5409090909090909, 17: 0.7476851851851852, 18: 0.3568, 19: 0.5350282485875706, 20: 0.5775379696243006, 21: 0.581081081081081, 23: 0.5537237066515065, 24: 0.6254180602006689, 25: 0.8648648648648649, 26: 0.5555555555555556, 27: 0.7058823529411765, 28: 0.5962877030162413, 29: 0.6250775915580384, 30: 0.5845070422535211, 31: nan, 32: nan, 33: 0.7391304347826086, 34: 0.7016742770167428, 35: 0.4642857142857143, 36: 0.7916666666666666}"
8,1.9476272026697794,0.4730719178915024,0.7426925136485626,0.5966573928256256,"{0: 0.7605633802816901, 1: 0.4395424836601307, 2: 0.5052137643378519, 3: 0.672514619883041, 4: 0.42105263157894735, 6: 0.5322812051649928, 7: 0.9, 8: 0.5504201680672269, 10: 0.47091515376065207, 11: 0.5023534445870774, 12: nan, 13: 0.5155482815057283, 14: 0.5746606334841629, 15: 0.5590909090909091, 17: 0.6983024691358025, 18: 0.4352, 19: 0.5615819209039548, 20: 0.5771382893685052, 21: 0.6081081081081081, 23: 0.4974417282546902, 24: 0.5351170568561873, 25: 0.8828828828828829, 26: 0.8148148148148148, 27: 0.7647058823529411, 28: 0.4617169373549884, 29: 0.5276225946617008, 30: 0.5672926447574335, 31: nan, 32: nan, 33: 0.6956521739130435, 34: 0.7191780821917808, 35: 0.35714285714285715, 36: 0.7916666666666666}"
9,1.9502211252848307,0.46837588399648666,0.7517561731426706,0.6199063709886456,"{0: 0.8591549295774648, 1: 0.4477124183006536, 2: 0.551094890510949, 3: 0.6374269005847953, 4: 0.42105263157894735, 6: 0.5480631276901005, 7: 0.9, 8: 0.5252100840336135, 10: 0.4849944423860689, 11: 0.503209242618742, 12: nan, 13: 0.5008183306055647, 14: 0.6199095022624435, 15: 0.5681818181818182, 17: 0.7415123456790124, 18: 0.4176, 19: 0.5519774011299435, 20: 0.6067146282973621, 21: 0.6081081081081081, 23: 0.5002842524161455, 24: 0.6956521739130435, 25: 0.8648648648648649, 26: 0.8148148148148148, 27: 0.7647058823529411, 28: 0.54292343387471, 29: 0.6089385474860335, 30: 0.5821596244131455, 31: nan, 32: nan, 33: 0.7391304347826086, 34: 0.7290715372907154, 35: 0.42857142857142855, 36: 0.8333333333333334}"
10,0.4529877265294393,0.4638829082250595,0.7475926882360956,0.6102031457410197,"{0: 0.8169014084507042, 1: 0.4714052287581699, 2: 0.5573514077163713, 3: 0.6198830409356725, 4: 0.47368421052631576, 6: 0.5408895265423243, 7: 0.9, 8: 0.5084033613445378, 10: 0.46313449425713227, 11: 0.517757809157039, 12: nan, 13: 0.4795417348608838, 14: 0.583710407239819, 15: 0.5409090909090909, 17: 0.7114197530864198, 18: 0.4016, 19: 0.5480225988700564, 20: 0.5875299760191847, 21: 0.5675675675675675, 23: 0.5292779988629903, 24: 0.7391304347826086, 25: 0.7927927927927928, 26: 0.7037037037037037, 27: 0.7647058823529411, 28: 0.5522041763341067, 29: 0.6325263811297331, 30: 0.6236306729264476, 31: nan, 32: nan, 33: 0.7391304347826086, 34: 0.713089802130898, 35: 0.39285714285714285, 36: 0.8333333333333334}"
