fold,best_epoch,best_val_loss,train_loss,train_cindex,val_loss,val_cindex,test_loss,test_cindex,test_risk_mean,test_risk_std,test_risk_OS_corr
6,47,-0.5582907977203528,-0.6534625332158311,0.7612228400442181,-0.460782489242653,0.7712148160125039,0.16587852528600983,0.7471217728412686,43.552097,17.729277,-0.09648322
