Fold,Test C-index,Best Epoch,Best Val Loss
1,0.5479404195432559,3,0.9148224254449209
2,0.5617678984378687,3,0.9509544283151626
3,0.5718582186608492,2,1.0330233097076416
4,0.5673017100771804,3,1.00101904074351
5,0.5801158708235369,2,1.0239768167336782
6,0.5443845849242006,2,0.9414029330015182
7,0.550917410388079,3,0.9554356167713801
8,0.5894457629484853,2,1.0049660821755728
9,0.5939190004221869,3,0.9981484105189641
10,0.5664093260994546,3,0.9089474223554135
