fold,best_epoch,best_val_loss,train_loss,train_cindex,val_loss,val_cindex,test_loss,test_cindex,test_risk_mean,test_risk_std,test_risk_OS_corr
1,20,0.19405898054440815,0.40073723833363756,0.7600397690467354,0.19405898054440815,0.7318133580951117,0.47744962302121247,0.7353669158207075,46.6138,7.3435535,-0.11203366
2,51,0.13707520564397177,0.3099767933214517,0.7815994582463803,0.13707520564397177,0.7647543488950019,0.5113369471886579,0.7419368540280334,48.58684,2.650753,-0.10045695
3,87,0.20799639622370403,0.29440080070317015,0.7987190841894208,0.20799639622370403,0.7317118856076144,0.40482632138512353,0.7292960228226213,43.39681,17.912258,-0.094143584
4,40,0.46821685632069904,0.31996248942568783,0.7724559793846721,0.4855515380700429,0.7567150818807747,0.3607354886604078,0.7504918363572162,45.33288,11.897683,-0.08619491
5,34,0.46798441410064695,0.3032879775628111,0.7696223196206563,0.46798441410064695,0.7302548705467976,0.5611935420469805,0.7409459445211762,46.74959,10.8498125,-0.055924404
6,32,0.32464420348405837,0.36547709743779405,0.7707129430809055,0.451469853023688,0.779723648220758,0.7982911792668429,0.7472928776405137,44.9987,15.740472,-0.07207577
7,35,-0.11834815740585328,0.37031826008571667,0.7689691054771169,-0.11834815740585328,0.7704045676998369,0.6538714064341603,0.760631730657784,45.63127,11.649652,-0.16901353
8,24,0.5848509351412455,0.27282585259667014,0.7652157139918147,0.5848509351412455,0.7541137624051372,0.47108522780013806,0.7440625436269719,47.33053,5.9510875,-0.14508139
9,33,0.5429686188697815,0.35138416514360815,0.7653852929569508,0.5429686188697815,0.7416971774298252,0.5013947013546439,0.7340172091433627,43.829315,14.057871,-0.12329897
10,43,0.3971245790521304,0.32460859574769674,0.7761554157880795,0.42458161115646365,0.7487408386318124,0.662012062289498,0.7482813096348115,47.413704,10.837087,-0.14351234
