epoch,train_loss,val_loss,c_index
1,1.0039808857841652,0.9693306018908818,0.5864264115718172
2,0.9908714758999208,0.9569556166728338,0.6007060850972163
3,0.9603944483424435,0.9554356167713801,0.6027437589257932
4,0.9419296529112744,0.9686813801527023,0.5975562275109902
5,0.9125151097023186,0.9888744513193767,0.5994869912796496
6,0.8928740883574766,1.0101347347100575,0.596930723876846
7,0.8945703218464091,1.0324070384105046,0.592250616328517
8,0.8792241796725938,1.0592946588993073,0.5900118877603938
9,0.8589050183777048,1.1019172847270966,0.5897948762954867
10,0.8689458095977286,1.0993098020553589,0.585644532029137
11,0.8442887003932681,1.1198177794615427,0.5839419494331374
12,0.8229406249998998,1.145183837413788,0.5782007196483138
13,0.8417144802187672,1.1729795376459757,0.5772098070034067
14,0.8245211376362488,1.1861575961112976,0.5746248174949536
15,0.8369055664589425,1.249537076552709,0.5754705239390773
16,0.8198764503252607,1.2579433818658192,0.5747843847485619
17,0.8187323609570495,1.2569012920061746,0.5732046689378406
18,0.8246538360454455,1.2624061087767282,0.572590335011449
19,0.8255321019086517,1.252728490034739,0.5712100782677378
20,0.823269956377374,1.278415528933207,0.5672336623078212
21,0.8105287733448654,1.3259261667728424,0.5672336623078212
22,0.8049838348847478,1.316385990381241,0.5625519590869562
23,0.8039283620960572,1.3075097719828288,0.564180342910028
