epoch,cancer_type,c_index
1,global,0.6722460707609222
1,normalized_avg,0.5011516023781376
1,0,0.6031746031746031
1,1,0.574703557312253
1,2,0.5062429057888763
1,3,0.40406976744186046
1,4,0.35294117647058826
1,6,0.46984572230014027
1,7,0.6666666666666666
1,8,0.5151515151515151
1,10,0.42385321100917434
1,11,0.41729957805907175
1,12,0.7777777777777778
1,13,0.6278195488721805
1,14,0.6483870967741936
1,15,0.7509433962264151
1,17,0.6899016979445934
1,18,0.5298438934802571
1,19,0.5144897102057959
1,20,0.430939226519337
1,21,0.7435897435897436
1,23,0.5423128046078866
1,24,0.5179640718562875
1,25,0.5517241379310345
1,26,0.1
1,27,0.22807017543859648
1,28,0.6054590570719603
1,29,0.43836440168370416
1,30,0.5890092879256966
1,31,
1,32,0.21678321678321677
1,33,0.0
1,34,0.6212624584717608
1,35,0.4782608695652174
1,36,0.5
2,global,0.7102937566483921
2,normalized_avg,0.5282536070444304
2,0,0.5555555555555556
2,1,0.5652173913043478
2,2,0.5175936435868331
2,3,0.4796511627906977
2,4,0.35294117647058826
2,6,0.46143057503506313
2,7,0.6666666666666666
2,8,0.5681818181818182
2,10,0.45137614678899085
2,11,0.4371308016877637
2,12,0.7777777777777778
2,13,0.6466165413533834
2,14,0.6258064516129033
2,15,0.7283018867924528
2,17,0.6639857015192135
2,18,0.5463728191000918
2,19,0.5111297774044519
2,20,0.4696132596685083
2,21,0.7435897435897436
2,23,0.5330084182543199
2,24,0.5269461077844312
2,25,0.41379310344827586
2,26,0.26
2,27,0.43859649122807015
2,28,0.6004962779156328
2,29,0.5045099218280217
2,30,0.565015479876161
2,31,
2,32,0.2937062937062937
2,33,0.1
2,34,0.6196013289036545
2,35,0.5652173913043478
2,36,0.7142857142857143
3,global,0.7301413707804347
3,normalized_avg,0.5343090604397362
3,0,0.5555555555555556
3,1,0.6047430830039525
3,2,0.5244040862656073
3,3,0.47674418604651164
3,4,0.5294117647058824
3,6,0.48667601683029454
3,7,0.5555555555555556
3,8,0.571969696969697
