epoch,train_loss,val_loss,c_index
1,1.0119384096450164,1.011527180671692,0.5944040101267106
2,1.0038886541078071,1.0024560769399007,0.591240205195801
3,0.9591217529373008,0.9981484105189641,0.5983013361808106
4,0.9158662179438006,1.0199355483055115,0.5957522314568078
5,0.9092019308014077,1.03698371052742,0.5899965462720334
6,0.8838607623797505,1.0617350081602732,0.5875361611655223
7,0.8872064963108351,1.0989708701769512,0.5862687380584979
8,0.8770108255518585,1.1270834028720855,0.584269378107167
9,0.876346549003565,1.1345856646696726,0.5834265417409957
10,0.8566967376640865,1.175969370206197,0.5821020845941552
11,0.8647808788203392,1.1739335715770722,0.5805083000370721
12,0.8507891433125659,1.2026387929916382,0.5785723112410924
13,0.8430116419531718,1.2206651628017426,0.5794103947706123
14,0.8350586608177474,1.2237954318523407,0.5796068453522011
15,0.8180553697738326,1.2650063335895538,0.578033656420607
16,0.8432459474361244,1.2614101926485697,0.5794072262128447
17,0.8167309847449055,1.3003109594186146,0.5800314320930542
18,0.8181962627573174,1.2977030515670775,0.5805035472004207
19,0.8119343299606517,1.304312374194463,0.5782602083009877
20,0.7904220426282963,1.3074254234631857,0.5795973396788984
21,0.8186847968887883,1.3433683236440024,0.579044426348459
22,0.8266737915638114,1.3196980198224386,0.5771076454130374
23,0.7947825048150134,1.360120290517807,0.5791584944280912
