fold,best_epoch,best_val_loss,train_loss,train_cindex,val_loss,val_cindex,test_loss,test_cindex,test_risk_mean,test_risk_std,test_risk_OS_corr
6,47,0.32095884283383685,0.26630168100048723,0.7731971521793697,0.32095884283383685,0.7770052683347481,0.855851897687623,0.7388476336206264,43.967773,15.56815,-0.09568021
